,ticket_number,resolution,agentid,cpc,firstcontactresolution,fullresolutiontime,replytime,problem,ticketcreationdate,satisfaction,comment
3122,15502,,1777.0,3.0,0.0,18.0,193.0,Wrong password,2021-07-16,Offered,
3123,12614,,1435.0,1.0,1.0,7.0,169.0,Cheating,2021-05-31,Offered,
3125,14758,,1480.0,6.0,0.0,10.0,,Compromited account,2021-08-04,Offered,N / A
3126,13401,,1812.0,2.0,0.0,10.0,70.0,Item do not show,2021-08-06,Offered,
3129,15278,,1531.0,,0.0,6.0,255.0,Wrong password,2021-07-01,Offered,N / A
3132,15391,,2028.0,2.0,0.0,5.0,,Payment processing,2021-07-21,Offered,N / A
3140,15663,,1571.0,3.0,0.0,9.0,143.0,Payment processing,2021-07-25,Offered,N / A
3147,11868,,1666.0,2.0,0.0,12.0,425.0,Payment processing,2021-07-24,Offered,N / A
3150,10703,,1531.0,1.0,1.0,6.0,116.0,Wrong password,2021-08-17,Offered,N / A
3151,14519,,1363.0,4.0,0.0,22.0,485.0,Item do not show,2021-06-14,Offered,
3162,12474,,1358.0,3.0,0.0,6.0,169.0,Wrong password,2021-06-16,Offered,
3165,15107,,1837.0,2.0,0.0,14.0,498.0,Cheating,,Offered,N / A
3173,14766,,1688.0,4.0,0.0,11.0,514.0,Payment processing,2021-05-16,Offered,
3176,15513,,1663.0,,0.0,,226.0,Payment processing,2021-07-26,Offered,N / A
3178,12399,,1337.0,6.0,0.0,15.0,509.0,Compromited account,2021-06-26,Offered,N / A
3179,15353,,1414.0,4.0,,18.0,346.0,Wrong password,2021-07-21,Offered,N / A
3181,10687,,1585.0,4.0,0.0,26.0,948.0,Payment processing,2021-07-25,Offered,
3189,12604,,1663.0,2.0,0.0,2.0,138.0,Item do not show,2021-05-21,Offered,N / A
3193,14238,,2028.0,3.0,0.0,4.0,68.0,Item do not show,2021-08-01,Offered,
3194,12722,,1777.0,,0.0,8.0,626.0,Item do not show,2021-08-22,Offered,
3195,13011,,1384.0,3.0,0.0,3.0,245.0,Compromited account,2021-06-11,Offered,
3198,14837,,1942.0,1.0,1.0,5.0,32.0,,2021-07-11,Offered,
3202,12721,,1746.0,2.0,0.0,,,Item do not show,2021-06-15,Offered,
3212,13666,,1496.0,,0.0,17.0,504.0,Wrong password,2021-07-17,Offered,N / A
3214,11784,,1656.0,1.0,1.0,5.0,575.0,Wrong password,2021-06-14,Offered,N / A
3216,15390,,1358.0,,0.0,12.0,279.0,Payment processing,2021-07-30,Offered,
3218,11452,,1363.0,3.0,0.0,7.0,778.0,Compromited account,2021-08-11,Offered,
3220,10280,,1837.0,6.0,0.0,12.0,585.0,Wrong password,2021-06-04,Offered,
3222,10929,,1287.0,3.0,0.0,8.0,65.0,Item do not show,2021-08-22,Offered,
3234,12489,,1531.0,1.0,1.0,10.0,508.0,Payment processing,2021-05-12,Offered,N / A
3236,15628,,1319.0,1.0,1.0,4.0,39.0,Cheating,2021-06-21,Offered,N / A
3242,13075,,1377.0,,0.0,7.0,852.0,Payment processing,,Offered,N / A
3243,14575,,1337.0,2.0,0.0,6.0,93.0,Wrong password,2021-06-12,Offered,
3244,11294,,1936.0,1.0,1.0,2.0,693.0,Compromited account,2021-08-04,Offered,N / A
3245,10900,,1319.0,1.0,1.0,11.0,653.0,Wrong password,2021-06-29,Offered,
3246,13329,,1710.0,1.0,,6.0,152.0,Item do not show,2021-06-01,Offered,N / A
3249,12463,,1400.0,4.0,0.0,20.0,842.0,Item do not show,2021-06-29,Offered,
3254,13893,,1819.0,,1.0,6.0,146.0,Wrong password,2021-07-15,Offered,
3257,10428,,1819.0,2.0,0.0,5.0,260.0,Wrong password,2021-07-03,Offered,
3258,11833,,1936.0,3.0,0.0,6.0,58.0,Compromited account,2021-07-16,Offered,
3265,15478,,1480.0,,0.0,8.0,235.0,Payment processing,2021-05-15,Offered,
3266,14192,,1532.0,5.0,0.0,8.0,85.0,Payment processing,2021-08-02,Offered,
3272,14462,,1568.0,1.0,1.0,3.0,232.0,Payment processing,2021-06-11,Offered,
3274,15376,,1477.0,3.0,0.0,6.0,720.0,Cheating,,Offered,N / A
3275,12797,,2019.0,3.0,0.0,19.0,531.0,Cheating,2021-06-22,Offered,
3284,11238,,1531.0,5.0,0.0,3.0,655.0,Wrong password,,Offered,N / A
3286,12702,,1435.0,3.0,0.0,5.0,172.0,Item do not show,2021-07-24,Offered,N / A
3288,10826,,1936.0,3.0,0.0,8.0,43.0,Payment processing,2021-06-16,Offered,
3299,10395,,1857.0,1.0,1.0,5.0,266.0,Payment processing,2021-08-22,Offered,
3304,13564,,1414.0,2.0,0.0,4.0,264.0,Payment processing,2021-05-19,Offered,N / A
3306,14707,,1759.0,4.0,0.0,2.0,157.0,Payment processing,2021-08-05,Offered,
3311,11234,,1813.0,2.0,0.0,11.0,229.0,Wrong password,2021-05-14,Offered,
3313,13492,,2019.0,3.0,0.0,11.0,234.0,Compromited account,2021-07-26,Offered,N / A
3316,12838,,1267.0,2.0,0.0,7.0,629.0,,2021-05-11,Offered,
3320,12599,,1337.0,5.0,0.0,17.0,489.0,Payment processing,2021-05-24,Offered,N / A
3324,10991,,1571.0,3.0,0.0,9.0,154.0,Compromited account,2021-08-10,Offered,
3327,14955,,1726.0,3.0,0.0,23.0,635.0,Wrong password,2021-07-20,Offered,
3332,10689,,1985.0,5.0,0.0,30.0,651.0,Wrong password,2021-05-26,Offered,
3334,14286,,1648.0,2.0,0.0,9.0,204.0,Wrong password,2021-07-25,Offered,N / A
3338,12226,,1531.0,6.0,0.0,7.0,217.0,Item do not show,2021-06-06,Offered,
3341,14004,,1390.0,4.0,0.0,2.0,107.0,Payment processing,2021-08-18,Offered,
3342,11751,,1287.0,2.0,0.0,9.0,663.0,Compromited account,2021-06-03,Offered,N / A
3345,11097,,1427.0,4.0,0.0,4.0,684.0,Payment processing,2021-07-28,Offered,N / A
3347,11128,,1535.0,4.0,0.0,10.0,492.0,Cheating,2021-06-20,Offered,
3348,15555,,1692.0,7.0,0.0,9.0,521.0,Payment processing,2021-05-25,Offered,
3350,12630,,1646.0,2.0,0.0,13.0,285.0,Payment processing,2021-07-20,Offered,
3352,15006,,1936.0,1.0,1.0,6.0,175.0,Wrong password,2021-07-03,Offered,N / A
3358,15599,,1942.0,2.0,,11.0,756.0,Payment processing,2021-07-17,Offered,N / A
3362,12222,,1806.0,2.0,0.0,8.0,289.0,Payment processing,2021-07-23,Offered,N / A
3363,12437,,1503.0,1.0,1.0,4.0,173.0,Payment processing,2021-05-27,Offered,
3366,13710,,1317.0,1.0,1.0,3.0,17.0,Wrong password,2021-05-20,Offered,
3370,10751,,1892.0,2.0,0.0,31.0,644.0,Cheating,2021-06-03,Offered,
3373,13788,,1996.0,,0.0,,452.0,Payment processing,2021-06-20,Offered,N / A
3375,12785,,1806.0,3.0,0.0,7.0,430.0,Wrong password,2021-07-02,Offered,
3377,13406,,1710.0,1.0,1.0,4.0,630.0,Payment processing,2021-08-05,Offered,N / A
3380,10886,,1531.0,2.0,0.0,25.0,554.0,Item do not show,2021-06-06,Offered,
3386,15344,,1438.0,,0.0,5.0,10.0,Wrong password,2021-08-09,Offered,
3395,12113,,1359.0,1.0,1.0,13.0,183.0,Payment processing,2021-07-11,Offered,
3406,12877,,1480.0,,0.0,9.0,171.0,Compromited account,2021-06-05,Offered,
3408,13178,,1759.0,,0.0,4.0,190.0,Wrong password,2021-06-25,Offered,
3413,15046,,1496.0,5.0,0.0,15.0,40.0,Wrong password,2021-06-02,Offered,N / A
3414,11338,,2003.0,5.0,0.0,8.0,183.0,Wrong password,2021-07-04,Offered,
3416,10873,,1480.0,3.0,0.0,5.0,16.0,Payment processing,2021-07-12,Offered,N / A
3418,13740,,1583.0,5.0,0.0,10.0,885.0,Item do not show,2021-05-31,Offered,
3422,10978,,1817.0,,1.0,3.0,40.0,Wrong password,2021-06-13,Offered,N / A
3426,14163,,1648.0,1.0,1.0,7.0,178.0,Wrong password,2021-05-20,Offered,
3429,12500,,1412.0,3.0,0.0,16.0,835.0,Compromited account,2021-08-13,Offered,
3436,11987,,1358.0,4.0,0.0,2.0,127.0,Payment processing,2021-07-21,Offered,
3437,14891,,1695.0,,1.0,7.0,,Item do not show,2021-07-26,Offered,N / A
3441,12468,,1400.0,4.0,0.0,8.0,685.0,Wrong password,2021-07-10,Offered,
3460,11903,,1817.0,2.0,0.0,22.0,801.0,Wrong password,2021-05-14,Offered,
3465,13504,,2003.0,3.0,0.0,12.0,818.0,Cheating,2021-08-07,Offered,
3466,13748,,1480.0,5.0,0.0,5.0,112.0,Payment processing,2021-06-10,Offered,N / A
3472,12928,,1287.0,2.0,0.0,4.0,121.0,Wrong password,2021-05-24,Offered,
3473,11885,,1754.0,4.0,0.0,9.0,625.0,Item do not show,2021-08-17,Offered,
3479,13430,,1363.0,,0.0,12.0,431.0,Compromited account,,Offered,
3486,13142,,1473.0,,1.0,9.0,211.0,Compromited account,2021-07-01,Offered,N / A
3487,10514,,1480.0,1.0,1.0,3.0,98.0,Wrong password,2021-05-25,Offered,
3488,14743,,1337.0,6.0,0.0,33.0,770.0,Wrong password,2021-07-12,Offered,
3489,12891,,2028.0,1.0,1.0,4.0,1028.0,Compromited account,2021-08-18,Offered,
3493,12488,,1532.0,3.0,0.0,5.0,86.0,Wrong password,2021-08-04,Offered,
3495,10682,,1340.0,3.0,0.0,8.0,307.0,Payment processing,2021-06-24,Offered,
3496,13894,,1438.0,2.0,0.0,3.0,159.0,Wrong password,2021-05-13,Offered,N / A
3502,13647,,1473.0,3.0,0.0,3.0,649.0,Cheating,2021-05-19,Offered,
3509,13923,,1358.0,3.0,0.0,6.0,663.0,Item do not show,2021-06-20,Offered,N / A
3510,12390,,1267.0,4.0,0.0,6.0,235.0,Payment processing,2021-06-14,Offered,
3518,11185,,1806.0,6.0,0.0,10.0,772.0,Cheating,2021-05-15,Offered,N / A
3527,13943,,1384.0,4.0,0.0,10.0,821.0,Wrong password,2021-07-14,Offered,
3528,10173,,1648.0,,0.0,4.0,160.0,,2021-06-24,Offered,
3529,14495,,2028.0,2.0,0.0,11.0,175.0,Compromited account,2021-07-12,Offered,N / A
3531,13382,,1648.0,2.0,0.0,14.0,202.0,Item do not show,2021-07-22,Offered,
3534,10903,,1548.0,3.0,0.0,8.0,164.0,Payment processing,2021-05-16,Offered,N / A
3536,10572,,1267.0,3.0,0.0,15.0,88.0,Payment processing,2021-07-22,Offered,
3541,13476,,1337.0,1.0,1.0,17.0,506.0,Payment processing,2021-07-02,Offered,
3544,12972,,1746.0,,0.0,11.0,91.0,Payment processing,2021-06-12,Offered,N / A
3545,11215,,1535.0,,1.0,9.0,498.0,Wrong password,2021-07-12,Offered,
3547,10175,,2003.0,1.0,1.0,25.0,826.0,Wrong password,2021-06-28,Offered,
3549,10804,,1427.0,3.0,0.0,4.0,777.0,Wrong password,2021-06-15,Offered,N / A
3550,11405,,1532.0,3.0,0.0,2.0,107.0,Item do not show,2021-05-13,Offered,N / A
3552,13467,,1949.0,4.0,0.0,9.0,192.0,Item do not show,2021-07-14,Offered,
3553,11762,,1340.0,2.0,0.0,8.0,,Payment processing,2021-07-22,Offered,
3555,12988,,1813.0,2.0,0.0,4.0,230.0,Cheating,2021-05-23,Offered,N / A
3565,13046,,1384.0,,0.0,,605.0,Compromited account,2021-06-21,Offered,
3567,13554,,1340.0,,0.0,5.0,286.0,Wrong password,2021-07-30,Offered,N / A
3569,14481,,1666.0,1.0,1.0,11.0,801.0,Payment processing,,Offered,
3570,15560,,1267.0,2.0,0.0,19.0,804.0,Wrong password,2021-07-31,Offered,
3574,15574,,1697.0,3.0,0.0,9.0,314.0,,2021-07-26,Offered,
3575,11395,,1477.0,2.0,0.0,7.0,221.0,Wrong password,2021-07-07,Offered,N / A
3580,10430,,1522.0,4.0,0.0,10.0,744.0,Item do not show,2021-07-05,Offered,
3583,10812,,1435.0,4.0,0.0,12.0,210.0,Item do not show,2021-07-23,Offered,
3584,15339,,1503.0,2.0,0.0,7.0,202.0,Item do not show,,Offered,
3587,11860,,1947.0,2.0,0.0,2.0,56.0,Wrong password,2021-07-11,Offered,N / A
3595,13654,,1770.0,2.0,0.0,7.0,711.0,,2021-07-28,Offered,
3597,12552,,1692.0,,1.0,4.0,470.0,Payment processing,2021-08-09,Offered,N / A
3605,12508,,1384.0,5.0,0.0,11.0,723.0,Payment processing,2021-06-17,Offered,
3606,13118,,1473.0,2.0,0.0,15.0,719.0,Item do not show,2021-08-09,Offered,
3608,12477,,1400.0,3.0,0.0,10.0,136.0,Compromited account,2021-05-26,Offered,N / A
3619,12810,,1899.0,3.0,0.0,6.0,53.0,Wrong password,2021-08-01,Offered,
3625,13601,,1719.0,,,4.0,317.0,Payment processing,2021-06-03,Offered,N / A
3634,10820,,1427.0,1.0,1.0,22.0,475.0,Wrong password,2021-06-28,Offered,
3642,12799,,1580.0,3.0,0.0,,938.0,Wrong password,2021-08-04,Offered,N / A
3645,12310,,1522.0,,0.0,11.0,214.0,Wrong password,2021-08-18,Offered,
3649,13251,,1336.0,3.0,0.0,3.0,,Wrong password,2021-08-16,Offered,N / A
3650,15552,,1666.0,1.0,1.0,8.0,63.0,Payment processing,2021-07-09,Offered,N / A
3653,14398,,1336.0,2.0,0.0,5.0,536.0,Payment processing,,Offered,
3654,12243,,1340.0,,0.0,3.0,191.0,Wrong password,2021-07-09,Offered,
3661,13352,,1522.0,2.0,0.0,8.0,234.0,Compromited account,2021-08-03,Offered,
3663,13580,,1427.0,2.0,0.0,4.0,61.0,Payment processing,2021-05-29,Offered,
3669,15595,,1360.0,2.0,0.0,4.0,188.0,Item do not show,2021-08-21,Offered,
3670,12066,,1929.0,2.0,0.0,6.0,158.0,Payment processing,2021-08-08,Offered,N / A
3673,15151,,1656.0,3.0,0.0,12.0,731.0,Item do not show,2021-08-01,Offered,N / A
3674,11573,,1341.0,1.0,1.0,10.0,762.0,Payment processing,2021-06-09,Offered,
3676,13813,,1812.0,3.0,0.0,4.0,29.0,Payment processing,2021-06-24,Offered,
3681,10588,,1571.0,5.0,0.0,11.0,230.0,Wrong password,2021-06-15,Offered,
3683,11783,,1967.0,1.0,1.0,11.0,183.0,Wrong password,2021-07-17,Offered,
3686,15469,,1319.0,1.0,1.0,14.0,508.0,Payment processing,2021-05-27,Offered,
3687,12868,,1857.0,,1.0,11.0,1078.0,,2021-07-11,Offered,N / A
3688,11271,,1363.0,4.0,,7.0,319.0,Item do not show,2021-07-22,Offered,N / A
3702,14628,,1936.0,3.0,0.0,3.0,221.0,Payment processing,2021-05-15,Offered,
3704,11731,,1719.0,,0.0,4.0,97.0,Wrong password,2021-08-15,Offered,
3705,11656,,2019.0,4.0,0.0,23.0,309.0,Wrong password,2021-06-04,Offered,N / A
3708,11264,,1666.0,2.0,0.0,19.0,560.0,Payment processing,2021-05-18,Offered,
3712,15637,,1571.0,2.0,0.0,5.0,166.0,Wrong password,2021-07-10,Offered,
3717,13004,,1455.0,,0.0,5.0,218.0,Compromited account,2021-05-12,Offered,
3720,12063,,1580.0,2.0,0.0,12.0,377.0,Cheating,2021-06-14,Offered,
3723,12331,,1781.0,2.0,0.0,5.0,144.0,Payment processing,2021-07-05,Offered,
3730,15217,,1646.0,5.0,0.0,10.0,575.0,Compromited account,2021-06-15,Offered,
3735,11134,,1360.0,1.0,1.0,7.0,137.0,Payment processing,2021-07-13,Offered,
3736,13319,,1813.0,2.0,0.0,9.0,14.0,Payment processing,2021-06-12,Offered,
3738,12240,,1770.0,4.0,0.0,5.0,171.0,Wrong password,2021-06-24,Offered,
3740,12003,,1532.0,1.0,1.0,16.0,501.0,Payment processing,,Offered,N / A
3742,11008,,1287.0,,0.0,9.0,86.0,Payment processing,2021-07-10,Offered,
3745,13563,,1531.0,3.0,0.0,6.0,212.0,Payment processing,2021-06-14,Offered,N / A
3748,15678,,1666.0,2.0,0.0,14.0,392.0,Wrong password,2021-05-30,Offered,N / A
3750,12058,,1435.0,2.0,0.0,10.0,696.0,Payment processing,2021-08-09,Offered,
3752,15069,,1473.0,,1.0,5.0,594.0,,2021-06-11,Offered,N / A
3758,10393,,1414.0,2.0,0.0,17.0,747.0,Payment processing,2021-06-21,Offered,
3761,15672,,1837.0,2.0,,2.0,118.0,Wrong password,2021-06-20,Offered,N / A
3763,13072,,1340.0,,,12.0,819.0,Item do not show,2021-06-25,Offered,N / A
3765,14373,,1754.0,2.0,0.0,22.0,370.0,,2021-08-09,Offered,
3767,11682,,1806.0,,0.0,13.0,151.0,Payment processing,2021-08-08,Offered,
3770,12289,,1817.0,3.0,0.0,5.0,175.0,Wrong password,2021-08-23,Offered,
3771,15549,,1571.0,,1.0,27.0,609.0,Item do not show,2021-07-16,Offered,
3772,12494,,1377.0,3.0,0.0,8.0,94.0,Wrong password,2021-08-06,Offered,N / A
3775,12133,,1412.0,2.0,0.0,8.0,601.0,Item do not show,2021-06-24,Offered,N / A
3776,14775,,1942.0,2.0,0.0,12.0,651.0,Wrong password,2021-05-15,Offered,N / A
3779,10374,,2019.0,2.0,0.0,9.0,1067.0,Item do not show,2021-05-17,Offered,N / A
3782,14477,,1688.0,4.0,0.0,6.0,162.0,Wrong password,2021-08-07,Offered,N / A
3784,10244,,1936.0,4.0,0.0,10.0,517.0,Compromited account,2021-07-08,Offered,N / A
3788,15418,,1548.0,3.0,0.0,6.0,220.0,Payment processing,2021-08-09,Offered,N / A
3793,11101,,1949.0,2.0,0.0,3.0,349.0,Item do not show,2021-07-21,Offered,N / A
3795,12476,,1384.0,5.0,0.0,6.0,132.0,Wrong password,2021-06-15,Offered,
3797,13071,,1726.0,4.0,0.0,6.0,702.0,Cheating,2021-07-16,Offered,
3798,15301,,1688.0,4.0,0.0,4.0,231.0,Compromited account,2021-07-31,Offered,
3800,14770,,1819.0,3.0,0.0,21.0,773.0,Payment processing,2021-07-10,Offered,
3805,14297,,1936.0,2.0,0.0,6.0,243.0,Payment processing,2021-06-02,Offered,
3806,13284,,1695.0,3.0,0.0,3.0,268.0,Wrong password,2021-05-14,Offered,
3811,13977,,1985.0,5.0,0.0,18.0,671.0,Item do not show,2021-07-17,Offered,N / A
3818,14376,,1813.0,4.0,0.0,14.0,501.0,Payment processing,,Offered,N / A
3820,14371,,1929.0,,0.0,6.0,116.0,Item do not show,2021-08-11,Offered,N / A
3821,11265,,1671.0,2.0,0.0,3.0,141.0,Payment processing,2021-06-10,Offered,
3824,12729,,1411.0,2.0,,7.0,67.0,Compromited account,2021-06-03,Offered,N / A
3825,12395,,1532.0,3.0,0.0,7.0,180.0,Item do not show,,Offered,N / A
3830,13924,,1566.0,1.0,1.0,4.0,597.0,Cheating,2021-05-26,Offered,N / A
3835,12602,,1522.0,,0.0,23.0,557.0,Item do not show,2021-06-27,Offered,N / A
3838,15085,,1358.0,2.0,0.0,8.0,804.0,Compromited account,2021-05-24,Offered,
3842,10339,,1695.0,3.0,0.0,6.0,50.0,Payment processing,2021-05-14,Offered,N / A
3845,13234,,1531.0,4.0,0.0,11.0,272.0,Payment processing,2021-06-13,Offered,
3849,11838,,1480.0,3.0,0.0,6.0,165.0,Payment processing,2021-07-31,Offered,
3850,13249,,1340.0,2.0,0.0,3.0,200.0,Cheating,2021-05-24,Offered,N / A
3859,14088,,1754.0,3.0,0.0,5.0,218.0,Item do not show,2021-06-03,Offered,N / A
3862,12723,,1427.0,4.0,0.0,11.0,629.0,Wrong password,2021-06-23,Offered,
3863,12285,,1926.0,3.0,0.0,2.0,128.0,Wrong password,2021-08-03,Offered,
3864,13054,,1819.0,2.0,0.0,27.0,840.0,Payment processing,2021-07-23,Offered,
3867,14017,,1571.0,4.0,0.0,5.0,12.0,Item do not show,2021-05-26,Offered,
3869,10920,,1949.0,5.0,0.0,4.0,267.0,Item do not show,2021-07-01,Offered,
3871,15484,,1926.0,4.0,0.0,2.0,131.0,Item do not show,2021-05-27,Offered,
3874,10327,,1663.0,5.0,0.0,2.0,27.0,Item do not show,2021-05-23,Offered,
3877,11498,,1580.0,3.0,0.0,,,Wrong password,2021-06-24,Offered,
3879,15554,,1522.0,2.0,0.0,4.0,58.0,Payment processing,2021-06-09,Offered,N / A
3880,14459,,1812.0,3.0,0.0,5.0,233.0,Payment processing,2021-07-24,Offered,
3883,13139,,2019.0,3.0,0.0,3.0,48.0,Item do not show,2021-08-10,Offered,N / A
3884,10924,,1363.0,1.0,1.0,8.0,151.0,Wrong password,2021-05-25,Offered,
3890,12282,,1412.0,1.0,1.0,3.0,107.0,Item do not show,2021-05-28,Offered,
3898,14558,,1812.0,,0.0,7.0,723.0,Wrong password,2021-07-04,Offered,
3907,10690,,1648.0,3.0,0.0,2.0,115.0,Payment processing,2021-07-06,Offered,
3908,15055,,1455.0,7.0,0.0,20.0,894.0,Cheating,2021-07-24,Offered,N / A
3909,12669,,1726.0,3.0,0.0,4.0,192.0,Wrong password,2021-07-01,Offered,
3918,15618,,1267.0,,0.0,2.0,93.0,Item do not show,2021-07-09,Offered,
3919,10633,,1341.0,,0.0,14.0,1098.0,Item do not show,2021-08-23,Offered,N / A
3922,13047,,1317.0,,0.0,5.0,201.0,Wrong password,2021-05-28,Offered,
3926,14740,,1806.0,6.0,0.0,,200.0,,2021-06-17,Offered,
3929,10446,,1522.0,2.0,0.0,4.0,136.0,Payment processing,2021-06-08,Offered,
3930,13600,,1985.0,2.0,,7.0,624.0,Payment processing,2021-07-11,Offered,N / A
3931,13243,,1921.0,4.0,0.0,20.0,923.0,,2021-07-13,Offered,
3935,13562,,1726.0,3.0,0.0,9.0,743.0,Cheating,2021-08-20,Offered,
3939,15179,,1921.0,2.0,0.0,13.0,656.0,Cheating,2021-07-23,Offered,N / A
3940,10634,,1438.0,2.0,0.0,7.0,180.0,Payment processing,2021-06-19,Offered,N / A
3946,14414,,1496.0,1.0,1.0,3.0,,Payment processing,2021-08-02,Offered,
3947,11914,,1817.0,,0.0,3.0,63.0,Payment processing,2021-05-15,Offered,N / A
3950,14189,,1857.0,1.0,1.0,6.0,174.0,,2021-08-18,Offered,
3951,13390,,1473.0,,0.0,2.0,902.0,Compromited account,2021-05-30,Offered,N / A
3958,15071,,1531.0,4.0,,3.0,513.0,Payment processing,2021-08-06,Offered,N / A
3962,14647,,1663.0,3.0,0.0,2.0,485.0,Wrong password,2021-08-04,Offered,N / A
3968,10961,,1532.0,3.0,0.0,7.0,76.0,Wrong password,2021-07-26,Offered,N / A
3971,11752,,1806.0,1.0,1.0,4.0,95.0,Compromited account,2021-06-11,Offered,
3973,12675,,1267.0,5.0,0.0,7.0,657.0,Item do not show,2021-05-18,Offered,
3974,10731,,1340.0,,0.0,4.0,341.0,Item do not show,2021-06-20,Offered,
3977,13422,,1267.0,,0.0,3.0,115.0,Item do not show,,Offered,
3978,11925,,1571.0,5.0,0.0,6.0,,Item do not show,2021-08-01,Offered,
3982,10396,,1996.0,3.0,0.0,3.0,209.0,Item do not show,2021-06-29,Offered,
3985,10269,,1921.0,,0.0,,68.0,Payment processing,,Offered,
3993,15139,,1985.0,,0.0,7.0,482.0,,2021-07-15,Offered,N / A
3996,12564,,1455.0,5.0,0.0,24.0,450.0,Cheating,2021-05-29,Offered,
4001,12622,,1358.0,3.0,0.0,10.0,280.0,,2021-08-04,Offered,
4003,12942,,1648.0,4.0,0.0,4.0,171.0,Wrong password,2021-07-31,Offered,N / A
4006,15365,,1695.0,4.0,0.0,7.0,,Wrong password,2021-07-23,Offered,N / A
4009,12114,,1996.0,,0.0,4.0,100.0,Wrong password,2021-05-25,Offered,N / A
4011,12887,,1390.0,,1.0,12.0,,Cheating,2021-06-26,Offered,
4015,12087,,2019.0,2.0,0.0,,876.0,Cheating,2021-05-27,Offered,N / A
4016,14573,,1455.0,,1.0,10.0,193.0,Wrong password,2021-07-27,Offered,N / A
4017,13779,,1754.0,2.0,0.0,5.0,184.0,Item do not show,2021-06-16,Offered,
4021,10193,,1899.0,4.0,0.0,10.0,141.0,Item do not show,2021-06-27,Offered,N / A
4022,11209,,1317.0,1.0,1.0,12.0,247.0,Wrong password,2021-06-01,Offered,
4025,14824,,1926.0,3.0,0.0,9.0,178.0,Payment processing,,Offered,N / A
4026,15201,,1663.0,2.0,0.0,3.0,556.0,Wrong password,2021-05-21,Offered,N / A
4030,11449,,1985.0,1.0,1.0,20.0,624.0,Wrong password,2021-07-06,Offered,
4035,12460,,1857.0,5.0,0.0,26.0,595.0,Item do not show,2021-06-01,Offered,
4037,11558,,1899.0,1.0,1.0,7.0,26.0,Compromited account,2021-07-21,Offered,
4038,13683,,2028.0,2.0,0.0,26.0,688.0,Compromited account,2021-06-09,Offered,
4042,11416,,1949.0,3.0,0.0,8.0,213.0,Compromited account,2021-08-23,Offered,N / A
4044,10955,,1568.0,,0.0,7.0,287.0,Item do not show,2021-05-18,Offered,
4049,12401,,1248.0,4.0,0.0,8.0,1042.0,Cheating,2021-07-13,Offered,
4055,14556,,1817.0,4.0,0.0,23.0,896.0,Wrong password,2021-06-10,Offered,
4056,11316,,1548.0,,1.0,,561.0,Compromited account,2021-05-13,Offered,
4064,12105,,1337.0,3.0,0.0,9.0,93.0,Item do not show,2021-06-13,Offered,
4066,12950,,1719.0,4.0,0.0,13.0,270.0,Compromited account,,Offered,
4074,14018,,2019.0,3.0,0.0,4.0,116.0,Wrong password,2021-06-23,Offered,
4075,10154,,1770.0,,1.0,3.0,117.0,Item do not show,2021-07-05,Offered,
4076,14250,,1759.0,2.0,0.0,3.0,250.0,Item do not show,2021-08-07,Offered,N / A
4077,13349,,1287.0,1.0,1.0,8.0,412.0,,2021-05-16,Offered,N / A
4082,13699,,1817.0,4.0,0.0,6.0,193.0,Wrong password,2021-06-04,Offered,
4083,10908,,1287.0,1.0,1.0,10.0,299.0,Item do not show,,Offered,N / A
4085,14076,,1359.0,4.0,0.0,6.0,46.0,Payment processing,2021-05-14,Offered,
4088,14241,,1806.0,1.0,1.0,8.0,12.0,Compromited account,2021-06-21,Offered,N / A
4097,14750,,1967.0,,1.0,6.0,250.0,Cheating,2021-07-06,Offered,
4103,12371,,1892.0,,0.0,9.0,354.0,Cheating,2021-07-05,Offered,
4104,15575,,1949.0,3.0,0.0,5.0,222.0,Payment processing,2021-07-10,Offered,N / A
4106,11329,,1777.0,3.0,0.0,10.0,183.0,,,Offered,N / A
4107,12806,,1535.0,7.0,0.0,16.0,25.0,Wrong password,2021-08-04,Offered,N / A
4109,14452,,1688.0,1.0,1.0,,744.0,Item do not show,2021-08-23,Offered,N / A
4114,14162,,1412.0,2.0,0.0,5.0,276.0,Item do not show,2021-05-11,Offered,
4119,13452,,1532.0,1.0,1.0,2.0,84.0,Wrong password,2021-07-09,Offered,
4120,14492,,1359.0,2.0,0.0,16.0,110.0,Wrong password,2021-06-12,Offered,
4121,11269,,1583.0,2.0,0.0,7.0,360.0,Payment processing,2021-07-11,Offered,
4124,11730,,1781.0,2.0,0.0,,86.0,Wrong password,2021-06-26,Offered,
4125,14033,,1967.0,3.0,0.0,6.0,182.0,Wrong password,2021-08-15,Offered,
4127,14914,,1496.0,5.0,0.0,6.0,149.0,Wrong password,2021-07-09,Offered,
4133,12166,,1384.0,3.0,0.0,5.0,105.0,Wrong password,2021-06-28,Offered,N / A
4139,15457,,1585.0,1.0,1.0,8.0,195.0,Payment processing,2021-07-28,Offered,
4140,15135,,1336.0,2.0,0.0,,213.0,Item do not show,2021-06-02,Offered,
4145,12555,,1535.0,3.0,0.0,9.0,49.0,Wrong password,2021-07-23,Offered,N / A
4152,11488,,1341.0,2.0,0.0,8.0,265.0,Item do not show,2021-05-28,Offered,N / A
4153,13483,,1438.0,4.0,0.0,7.0,184.0,Cheating,2021-07-07,Offered,
4159,10203,,1817.0,4.0,0.0,4.0,270.0,Wrong password,2021-07-29,Offered,
