,ticket_number,resolution,agentid,cpc,firstcontactresolution,fullresolutiontime,replytime,problem,ticketcreationdate,satisfaction,comment
4785,10809,1.0,1267.0,3.0,0.0,8.0,,Payment processing,2021-05-16,Good,great product!
4788,12491,1.0,1719.0,2.0,0.0,16.0,826.0,Payment processing,2021-05-21,Bad,Le comportement de l'agent lent
4789,12548,1.0,2003.0,2.0,0.0,2.0,143.0,Payment processing,2021-08-17,Good,I like agent's communication
4790,15399,1.0,2028.0,3.0,0.0,5.0,362.0,Payment processing,2021-08-15,Good,bon produit!
4791,11907,1.0,1477.0,5.0,0.0,10.0,96.0,Wrong password,2021-05-19,Good,
4793,12188,1.0,1781.0,3.0,0.0,6.0,867.0,Payment processing,2021-05-22,Bad,awful agents communication
4795,10721,1.0,1340.0,4.0,0.0,8.0,333.0,Payment processing,2021-08-13,Good,eficient player mode
4797,12357,0.0,1759.0,3.0,0.0,22.0,587.0,Item do not show,2021-07-13,Bad,awful agent`s behavior
4799,10264,1.0,1522.0,4.0,0.0,5.0,39.0,Payment processing,2021-05-21,Good,clear agent's communication
4800,11592,1.0,1414.0,2.0,0.0,24.0,872.0,Payment processing,,Bad,inefficient process
4802,12433,1.0,1377.0,3.0,0.0,8.0,291.0,Wrong password,2021-08-22,Good,eficient delivery.
4803,13073,0.0,1996.0,3.0,0.0,13.0,769.0,Cheating,2021-07-31,Bad,modo de carrera insatisfactorio
4804,15363,1.0,1695.0,2.0,0.0,9.0,24.0,Payment processing,2021-05-15,Good,experiencia rápida
4805,15381,1.0,1926.0,1.0,1.0,4.0,50.0,Wrong password,2021-06-30,Good,wonderful process
4806,15243,0.0,1985.0,1.0,1.0,7.0,,Cheating,2021-07-06,Bad,
4807,15538,1.0,1671.0,3.0,0.0,18.0,489.0,Item do not show,2021-05-20,Bad,produit peu clair
4809,12157,0.0,1360.0,2.0,0.0,5.0,594.0,Compromited account,2021-08-01,Bad,confusing delivery!!
4810,15239,1.0,1770.0,1.0,1.0,10.0,160.0,Payment processing,2021-05-22,Good,Comunicación de agentes bien hecho
4811,13228,1.0,1363.0,2.0,0.0,7.0,202.0,Compromited account,2021-07-02,Good,i like service!!!
4812,13568,1.0,1503.0,1.0,1.0,11.0,621.0,Payment processing,2021-07-11,Bad,
4813,10174,1.0,1781.0,2.0,0.0,6.0,91.0,Wrong password,2021-06-27,Good,great experience
4814,10584,1.0,2019.0,3.0,0.0,,24.0,Payment processing,2021-05-23,Good,Comportement précis des agents
4816,15571,1.0,1688.0,2.0,0.0,11.0,202.0,Wrong password,2021-07-14,Good,"well done, agents behavior"
4818,13345,1.0,1319.0,2.0,0.0,8.0,203.0,Wrong password,2021-07-01,Good,i like product!
4819,14816,0.0,1390.0,2.0,0.0,18.0,704.0,Cheating,2021-05-29,Bad,Le comportement de l'agent décevant
4820,11189,1.0,1781.0,4.0,0.0,25.0,944.0,,2021-08-05,Bad,Résolution déroutante
4821,11693,1.0,1759.0,3.0,0.0,7.0,106.0,Item do not show,2021-06-12,Good,"Bravo, résolution ..."
4822,11940,1.0,1692.0,6.0,0.0,5.0,53.0,Compromited account,2021-08-13,Good,Résolution agréable ...
4824,11917,1.0,1967.0,4.0,0.0,11.0,498.0,Item do not show,2021-05-16,Bad,unpleasant agent's behavior
4825,14472,0.0,1435.0,2.0,0.0,13.0,576.0,Cheating,2021-06-15,Bad,Résolution irréalisable
4827,12821,0.0,1754.0,6.0,0.0,6.0,566.0,Cheating,,Bad,unrealiable career mode
4828,12045,1.0,1400.0,1.0,1.0,8.0,563.0,Wrong password,2021-07-10,Bad,produit peu clair
4829,15136,1.0,1671.0,3.0,0.0,5.0,141.0,Payment processing,2021-08-20,Good,solution agréable
4830,14284,1.0,1503.0,3.0,0.0,2.0,209.0,Payment processing,2021-05-28,Good,artículo claro
4831,10434,1.0,1819.0,1.0,1.0,4.0,245.0,Payment processing,2021-08-03,Good,well done agent
4832,14513,1.0,1336.0,1.0,1.0,7.0,72.0,Payment processing,2021-08-13,Good,clear web-site
4833,13799,0.0,1571.0,2.0,0.0,4.0,827.0,Cheating,2021-05-14,Bad,confusing agent`s behavior
4834,12335,1.0,1777.0,2.0,0.0,24.0,653.0,Item do not show,2021-07-16,Bad,Comportement décevant de l'agent
4835,15472,1.0,1377.0,4.0,0.0,5.0,276.0,Wrong password,2021-07-30,Good,Service efficace !!!
4836,15430,1.0,1519.0,5.0,0.0,4.0,237.0,Item do not show,2021-06-29,Good,artículo claro
4838,12013,1.0,1777.0,2.0,0.0,7.0,93.0,Wrong password,2021-07-05,Good,amazing service
4840,11201,1.0,1817.0,4.0,0.0,9.0,217.0,Payment processing,2021-08-15,Good,amazing website
4841,12547,1.0,1363.0,3.0,0.0,11.0,262.0,Payment processing,,Good,pleasant game
4842,10936,0.0,1350.0,1.0,1.0,25.0,619.0,Cheating,2021-07-23,Bad,unreliable delivery.
4843,13229,1.0,1473.0,3.0,0.0,4.0,93.0,Item do not show,2021-06-23,Good,pleasant services!
4844,14303,1.0,1522.0,4.0,0.0,4.0,147.0,Wrong password,2021-05-18,Good,"well done, game"
4845,12591,1.0,1358.0,1.0,1.0,20.0,271.0,Item do not show,2021-07-09,Bad,harsh solution
4846,12082,1.0,1400.0,2.0,0.0,4.0,750.0,Wrong password,2021-07-07,Bad,slow..... agent's behavior
4847,11767,1.0,1819.0,3.0,0.0,8.0,148.0,Wrong password,2021-08-21,Good,¡Servicios rápidos!
4849,14264,1.0,1411.0,4.0,0.0,9.0,,Payment processing,2021-07-03,Bad,I do not like agent
4850,10294,1.0,1781.0,2.0,0.0,10.0,1007.0,Payment processing,2021-08-14,Bad,I do not like game
4852,13846,1.0,1480.0,3.0,0.0,16.0,499.0,Payment processing,2021-06-22,Bad,El comportamiento del agente decepcionante
4853,10544,1.0,2019.0,4.0,,8.0,439.0,Payment processing,2021-08-02,Bad,comunicación del agente insatisfactorio
4854,10192,1.0,1719.0,2.0,0.0,4.0,222.0,Item do not show,2021-05-16,Good,Résolution agréable ...
4855,13353,1.0,1496.0,1.0,1.0,8.0,,Compromited account,2021-08-13,Bad,"slow solution,"
4856,10503,1.0,1936.0,3.0,0.0,4.0,234.0,Wrong password,2021-07-31,Good,"solución rápida,"
4857,10743,1.0,1400.0,5.0,0.0,3.0,130.0,Item do not show,2021-07-18,Good,expérience incroyable
4859,10928,1.0,1936.0,1.0,1.0,4.0,63.0,Compromited account,2021-08-19,Good,"étonnante! Solution,"
4860,11458,0.0,1496.0,3.0,0.0,5.0,659.0,Compromited account,2021-08-03,Bad,unreliable delivery.
4863,12301,0.0,1411.0,2.0,0.0,10.0,464.0,Cheating,2021-05-28,Bad,disappointing service
4864,15017,1.0,1710.0,5.0,0.0,13.0,770.0,Compromited account,2021-06-21,Bad,confusing service
4866,14271,1.0,1503.0,2.0,0.0,30.0,,Payment processing,2021-06-27,Bad,N / A
4867,14597,1.0,1929.0,1.0,1.0,6.0,178.0,Payment processing,2021-07-27,Good,fast item
4868,14145,1.0,1754.0,4.0,0.0,9.0,96.0,Item do not show,2021-06-30,Good,processus utile
4869,14461,0.0,1806.0,3.0,0.0,6.0,277.0,Compromited account,2021-08-21,Good,eficient resolution...
4871,15626,1.0,1319.0,3.0,0.0,8.0,675.0,,2021-05-15,Bad,producto decepcionante
4873,13203,1.0,2003.0,4.0,0.0,20.0,677.0,Cheating,2021-05-18,Bad,"inefficient solution,"
4874,13290,1.0,1817.0,4.0,0.0,3.0,690.0,Wrong password,2021-07-05,Bad,agent peu fiable
4875,11267,1.0,1317.0,1.0,1.0,23.0,320.0,Item do not show,2021-08-03,Bad,solución desagradable
4876,14222,1.0,1566.0,4.0,0.0,8.0,235.0,Wrong password,2021-05-17,Good,useful game
4877,14735,0.0,1473.0,3.0,0.0,12.0,656.0,Cheating,2021-08-15,Bad,bad resolution
4878,11957,1.0,1583.0,2.0,0.0,4.0,263.0,Item do not show,2021-07-02,Good,quick experience
4879,15396,1.0,1390.0,2.0,0.0,7.0,212.0,Wrong password,2021-07-26,Good,solution efficace
4880,11133,1.0,1377.0,5.0,0.0,3.0,168.0,Payment processing,2021-07-05,Good,Service eficientiel !!!
4881,10573,1.0,1754.0,1.0,1.0,,776.0,Item do not show,2021-08-08,Bad,inefficient experience
4883,14446,1.0,1412.0,1.0,1.0,,257.0,Item do not show,2021-06-29,Good,Comportement de l'agent fiable
4884,10188,1.0,2028.0,3.0,0.0,,141.0,Wrong password,2021-07-19,Good,Comunicación del agente eficiente
4885,12017,1.0,1949.0,4.0,0.0,4.0,65.0,Item do not show,2021-06-18,Good,great agent`s communication
4886,13195,0.0,1648.0,4.0,0.0,16.0,279.0,Cheating,2021-06-21,Bad,Communication des agents déroutants
4887,13220,1.0,1336.0,2.0,0.0,8.0,177.0,Wrong password,2021-07-09,Good,beau processus
4891,11377,1.0,1656.0,5.0,0.0,15.0,735.0,Item do not show,2021-05-27,Bad,proceso insatisfactorio
4892,14527,1.0,1967.0,1.0,1.0,2.0,863.0,,2021-05-24,Bad,unclear delivery
4893,13500,1.0,1340.0,3.0,0.0,12.0,185.0,Payment processing,2021-06-03,Good,Mode de carrière incroyable
4895,14603,1.0,1532.0,1.0,1.0,16.0,885.0,Wrong password,2021-07-18,Bad,useless service!!!
4896,14345,1.0,1666.0,2.0,0.0,10.0,183.0,Item do not show,2021-08-23,Good,Welldone: agent
4898,12923,1.0,1663.0,2.0,0.0,2.0,,Item do not show,2021-06-23,Good,good agent`s communication
4899,13120,1.0,1996.0,2.0,0.0,9.0,650.0,Payment processing,2021-08-02,Bad,
4900,12322,1.0,1503.0,1.0,1.0,10.0,893.0,Payment processing,2021-05-29,Bad,I do not like agent
4904,12931,1.0,1531.0,2.0,,7.0,232.0,Compromited account,2021-06-24,Good,resolución confiable
4905,13015,1.0,1942.0,5.0,0.0,6.0,143.0,Payment processing,2021-08-17,Good,Servicios Eficiños
4906,11803,1.0,1695.0,1.0,1.0,6.0,194.0,Payment processing,2021-08-06,Good,efficient delivery.
4908,11974,1.0,1390.0,2.0,0.0,20.0,734.0,Payment processing,,Bad,slow..... delivery
4909,12030,1.0,1438.0,1.0,1.0,28.0,430.0,Wrong password,2021-06-23,Bad,awful web-site
4910,12042,1.0,1571.0,8.0,0.0,,116.0,Wrong password,,Good,Modo de carrera bien hecho
4913,12951,1.0,1585.0,2.0,,7.0,43.0,Item do not show,2021-08-11,Good,Servicio útil !!!
4914,12864,0.0,1692.0,4.0,0.0,3.0,880.0,Cheating,2021-06-02,Bad,harsh resolution...
4915,13874,0.0,1248.0,4.0,0.0,5.0,314.0,Compromited account,2021-06-07,Good,pleasant web-site
4916,14330,1.0,1532.0,2.0,0.0,15.0,785.0,Wrong password,2021-07-20,Bad,I do not like services
4917,15235,1.0,1384.0,3.0,0.0,3.0,75.0,Item do not show,2021-07-17,Good,i like agent's behavior
4918,15048,0.0,2003.0,2.0,0.0,11.0,648.0,Cheating,2021-07-05,Bad,I don't like services
4919,11243,1.0,1770.0,2.0,0.0,7.0,558.0,Item do not show,2021-06-20,Bad,résolution lente
4920,11922,1.0,1427.0,3.0,0.0,8.0,156.0,Item do not show,2021-07-19,Good,"well done solution,"
4921,12633,1.0,1400.0,4.0,0.0,,,Wrong password,2021-06-01,Good,wonderful services!
4923,14947,0.0,1341.0,3.0,0.0,4.0,323.0,Item do not show,2021-08-15,Good,"well done, agent`s communication"
4924,12450,1.0,1519.0,4.0,0.0,3.0,177.0,Payment processing,2021-08-19,Good,quick player mode
4926,14530,1.0,1414.0,3.0,0.0,5.0,108.0,Payment processing,2021-08-11,Good,quick services!
4927,10714,0.0,1438.0,1.0,,33.0,841.0,Cheating,2021-06-16,Bad,Resolución de Uselless ...
4928,13472,1.0,1819.0,3.0,0.0,9.0,107.0,Wrong password,2021-07-16,Good,great service!!!
4930,10655,0.0,1583.0,3.0,0.0,8.0,,Compromited account,,Good,nice web-site
4931,11765,0.0,1360.0,3.0,0.0,13.0,209.0,Item do not show,2021-07-30,Good,nice item
4935,13856,1.0,1671.0,2.0,0.0,2.0,106.0,Item do not show,2021-07-07,Good,welldone: career mode
4938,15675,1.0,1666.0,4.0,0.0,4.0,84.0,Compromited account,2021-08-09,Good,nicee experience
4939,12481,1.0,1414.0,3.0,0.0,7.0,243.0,Compromited account,2021-08-13,Good,service incroyable
4940,10945,1.0,1384.0,3.0,0.0,9.0,,Item do not show,2021-05-20,Good,wonderful player mode
4941,14832,1.0,1996.0,1.0,1.0,19.0,737.0,Payment processing,2021-08-19,Bad,unsatisfactory agent
4942,14894,1.0,1671.0,4.0,0.0,4.0,91.0,Wrong password,2021-07-31,Good,wonderful resolution
4943,15086,1.0,1967.0,2.0,0.0,24.0,477.0,Cheating,2021-07-01,Bad,harsh web-site
4945,15120,1.0,1340.0,3.0,0.0,4.0,180.0,Item do not show,2021-07-31,Good,precise game
4946,11785,1.0,1663.0,5.0,0.0,3.0,505.0,Item do not show,2021-07-25,Bad,Comportamiento de agentes de USELLESS
4947,15506,1.0,1777.0,5.0,0.0,6.0,160.0,Wrong password,2021-05-19,Good,N / A
4948,10495,1.0,1336.0,2.0,0.0,11.0,935.0,Payment processing,2021-06-16,Bad,unreliable... solution
4950,10676,0.0,1585.0,3.0,0.0,7.0,48.0,Cheating,2021-08-09,Good,Résolution eficiente ...
4951,11824,1.0,1781.0,4.0,0.0,4.0,334.0,Payment processing,2021-05-13,Good,efficient game
4952,12035,1.0,1777.0,4.0,0.0,7.0,1014.0,Payment processing,2021-08-12,Bad,unreliable player mode
4953,10221,1.0,1857.0,2.0,0.0,13.0,461.0,Payment processing,2021-06-24,Bad,Produit décevant!
4954,11396,1.0,1390.0,3.0,0.0,14.0,180.0,Payment processing,2021-07-11,Good,clear services!
4955,10181,0.0,1390.0,1.0,,7.0,153.0,Cheating,2021-06-24,Good,Modo de reproductor maravilloso
4956,10408,1.0,1857.0,4.0,0.0,5.0,177.0,Item do not show,2021-06-02,Good,quick game
4957,14245,0.0,1455.0,6.0,0.0,8.0,201.0,,2021-08-18,Good,well done agent's behavior
4959,10735,1.0,1967.0,3.0,0.0,8.0,89.0,Wrong password,2021-07-03,Good,well done website
4962,11242,1.0,1666.0,3.0,0.0,6.0,187.0,Wrong password,2021-07-18,Good,maravilloso sitio web
4963,12590,1.0,1926.0,5.0,0.0,8.0,834.0,,2021-06-05,Bad,useless player mode
4964,11077,0.0,1319.0,2.0,0.0,9.0,845.0,Cheating,2021-07-04,Bad,N / A
4965,10476,1.0,1435.0,2.0,0.0,3.0,260.0,Wrong password,2021-07-22,Good,jeu utile
4966,13342,1.0,1412.0,3.0,0.0,16.0,496.0,Wrong password,2021-06-11,Bad,uselless service!!!
4967,10418,1.0,1571.0,1.0,1.0,13.0,214.0,Compromited account,2021-07-13,Good,nice product!
4968,12976,1.0,1648.0,4.0,0.0,6.0,87.0,Item do not show,2021-05-25,Good,reliable resolution...
4969,14887,1.0,1358.0,3.0,0.0,9.0,806.0,Item do not show,2021-07-13,Bad,bad agents communication
4971,11323,1.0,1671.0,3.0,,3.0,71.0,Wrong password,2021-06-18,Good,Producto bien hecho
4974,14243,0.0,1358.0,2.0,0.0,24.0,135.0,Cheating,2021-08-19,Bad,harsh agent's behavior
4976,10617,1.0,1781.0,4.0,0.0,13.0,720.0,Item do not show,2021-07-08,Bad,inefficient solution
4978,12362,1.0,1759.0,1.0,1.0,3.0,149.0,Payment processing,2021-06-19,Good,precise services
4979,13260,1.0,1248.0,1.0,1.0,15.0,543.0,Wrong password,2021-08-18,Bad,I don't like web-site
4981,13241,1.0,1337.0,2.0,,9.0,209.0,Item do not show,2021-08-06,Good,"¡increíble! solución,"
4982,14886,1.0,1548.0,3.0,0.0,9.0,53.0,Payment processing,2021-05-20,Good,Comportement de l'agent Nicee
4983,14262,1.0,1473.0,2.0,0.0,9.0,621.0,Wrong password,2021-05-19,Bad,"harsh solution,"
4984,14392,1.0,1996.0,2.0,0.0,4.0,31.0,Compromited account,2021-08-14,Good,experiencia bien hecha
4987,13038,1.0,1519.0,3.0,0.0,15.0,732.0,Payment processing,2021-08-04,Bad,¡Producto duro!
4988,11737,0.0,1777.0,2.0,0.0,16.0,525.0,Wrong password,2021-05-14,Bad,slow..... game
4989,11937,1.0,1535.0,1.0,1.0,7.0,221.0,Item do not show,2021-06-20,Good,pleasant services
4991,13394,1.0,1426.0,7.0,0.0,3.0,,Item do not show,2021-08-05,Good,Communication de l'agent agréable
4993,11310,1.0,1929.0,5.0,0.0,6.0,30.0,Wrong password,2021-06-29,Good,pleasant agent`s behavior
4994,10973,1.0,1359.0,1.0,1.0,,,Wrong password,2021-08-21,Good,clear solution
4995,12381,1.0,1726.0,2.0,0.0,,82.0,Wrong password,2021-05-21,Good,"solution précise,"
4997,12139,1.0,1710.0,6.0,0.0,5.0,119.0,Wrong password,2021-08-10,Good,jeu satisfaisant
4999,11469,1.0,1480.0,2.0,0.0,18.0,22.0,Wrong password,2021-07-28,Good,welldone: experience
5000,15493,0.0,1688.0,1.0,1.0,6.0,172.0,Wrong password,2021-06-24,Good,resolución eficiente
5003,11821,1.0,1336.0,3.0,0.0,21.0,505.0,Wrong password,,Bad,services irréalisables
5004,10440,0.0,1671.0,3.0,,10.0,241.0,Compromited account,2021-06-08,Good,modo de reproductor preciso
5005,15408,1.0,1435.0,1.0,1.0,3.0,69.0,Wrong password,2021-05-29,Good,"Solución agradable,"
5007,14783,1.0,1358.0,2.0,0.0,17.0,907.0,Wrong password,2021-07-06,Bad,disappointing resolution...
5009,15585,1.0,1688.0,6.0,0.0,7.0,210.0,Payment processing,2021-07-10,Good,nicee delivery
5010,12374,1.0,1519.0,6.0,0.0,13.0,126.0,Wrong password,2021-08-09,Good,livraison eficiente !!
5016,12229,1.0,1656.0,3.0,0.0,14.0,180.0,Item do not show,2021-08-21,Good,amazing agent
5017,14223,1.0,1688.0,1.0,,6.0,49.0,Item do not show,2021-08-12,Good,resolución agradable ...
5019,15436,1.0,1390.0,3.0,0.0,11.0,119.0,Wrong password,2021-08-03,Good,bonne solution
5023,15424,1.0,1817.0,3.0,0.0,26.0,560.0,Wrong password,2021-07-15,Bad,useless service
5024,10877,1.0,1477.0,3.0,0.0,5.0,171.0,Wrong password,2021-06-14,Good,"fast solution,"
5025,12998,1.0,1585.0,3.0,0.0,5.0,262.0,Wrong password,2021-07-31,Good,wonderful item
5026,10956,1.0,1921.0,3.0,0.0,5.0,82.0,Payment processing,2021-06-21,Good,I like agents communication
5028,14626,1.0,1921.0,6.0,0.0,8.0,621.0,Wrong password,2021-07-27,Bad,unclear experience
5030,13623,1.0,1267.0,2.0,0.0,38.0,465.0,Payment processing,2021-07-17,Bad,unclear services!
5031,15149,1.0,1817.0,6.0,0.0,3.0,569.0,Payment processing,2021-05-11,Bad,harsh career mode
5032,14096,1.0,1985.0,2.0,0.0,,89.0,Payment processing,2021-06-24,Good,Service Nicee
5033,10185,0.0,1390.0,2.0,0.0,21.0,683.0,Cheating,2021-08-12,Bad,I dont like agents communication
5034,13940,1.0,1777.0,2.0,0.0,7.0,158.0,Payment processing,2021-08-09,Good,¡increíble! Comunicación de agentes
5037,14073,1.0,1942.0,3.0,0.0,4.0,608.0,Wrong password,2021-06-30,Bad,comunicación del agente poco confiable
5041,13378,1.0,1535.0,2.0,0.0,3.0,165.0,Payment processing,2021-08-14,Good,J'aime le comportement de l'agent
5044,13730,1.0,1411.0,4.0,0.0,10.0,229.0,Wrong password,2021-07-09,Good,"Bien hecho, experiencia"
5047,10274,1.0,1340.0,3.0,0.0,9.0,555.0,,2021-05-28,Bad,unreliable... services!
5048,12081,1.0,1412.0,2.0,0.0,11.0,421.0,Compromited account,2021-07-05,Bad,I dont like resolution
5050,11620,1.0,1426.0,3.0,0.0,6.0,53.0,,2021-07-24,Good,nicee item
5051,10249,1.0,1892.0,2.0,0.0,12.0,586.0,Wrong password,2021-06-15,Bad,useless services!
5054,12910,1.0,1656.0,4.0,0.0,7.0,1048.0,Wrong password,2021-07-07,Bad,Comportamiento del agente ineficiente
5055,13819,1.0,2019.0,6.0,0.0,8.0,232.0,Wrong password,2021-06-12,Good,welldone: resolution
5056,13255,1.0,1899.0,4.0,0.0,17.0,306.0,Payment processing,2021-08-09,Good,artículo confiable
5058,10268,1.0,1455.0,2.0,0.0,7.0,168.0,Wrong password,2021-08-01,Good,"solution nicee,"
5059,13238,1.0,1496.0,4.0,0.0,13.0,191.0,Item do not show,2021-05-31,Good,efficient player mode
5060,13144,1.0,1985.0,2.0,0.0,3.0,290.0,Compromited account,2021-05-13,Good,sitio web útil
5063,14276,1.0,1414.0,2.0,0.0,,683.0,Wrong password,2021-08-22,Bad,I don't like delivery!!
5064,12119,1.0,1455.0,3.0,0.0,17.0,422.0,Wrong password,,Bad,modo de carrera poco claro
5066,14230,1.0,1496.0,3.0,0.0,3.0,24.0,Payment processing,2021-08-12,Good,wonderful agents behavior
5067,14906,1.0,1566.0,3.0,0.0,3.0,229.0,Payment processing,2021-05-31,Good,nice agent`s behavior
5068,15482,1.0,1648.0,1.0,1.0,12.0,681.0,Payment processing,2021-05-17,Bad,Mode du joueur peu fiable
5069,10226,0.0,1438.0,3.0,0.0,8.0,175.0,Cheating,2021-06-17,Good,"Solution satisfaisante,"
5070,14008,1.0,1754.0,3.0,0.0,10.0,894.0,Wrong password,2021-06-02,Bad,I don't like game
5071,12097,1.0,1746.0,5.0,0.0,8.0,17.0,Payment processing,2021-06-27,Good,nicee experience
5072,14455,1.0,1350.0,1.0,1.0,3.0,94.0,,2021-06-17,Good,Mode de joueur beau
5074,15104,1.0,1996.0,2.0,0.0,7.0,159.0,Payment processing,2021-06-12,Good,"efficient solution,"
5075,13384,1.0,1688.0,3.0,0.0,3.0,181.0,Payment processing,2021-07-21,Good,"J'aime la solution,"
5079,15382,0.0,1390.0,2.0,0.0,23.0,667.0,Wrong password,2021-06-09,Bad,Site Web peu fiable
5081,10219,1.0,1663.0,5.0,0.0,5.0,95.0,,2021-08-14,Good,clear agent's communication
5083,10834,1.0,1688.0,1.0,1.0,7.0,143.0,Payment processing,,Good,great agent`s behavior
5084,12965,1.0,1817.0,3.0,0.0,12.0,748.0,Payment processing,2021-06-27,Bad,unreliable... delivery!!
5085,14615,1.0,1377.0,4.0,0.0,6.0,154.0,Item do not show,2021-06-16,Good,comportamiento de los agentes claros
5086,13060,1.0,1519.0,1.0,1.0,6.0,72.0,Item do not show,2021-06-19,Good,precise delivery.
5087,13392,1.0,1806.0,4.0,0.0,10.0,79.0,Payment processing,2021-07-24,Good,
5088,11179,1.0,1411.0,4.0,0.0,3.0,167.0,Payment processing,2021-07-21,Good,reliable game
5089,11094,0.0,1359.0,1.0,1.0,5.0,469.0,Compromited account,2021-06-23,Bad,useless services
5090,13842,0.0,1781.0,3.0,0.0,7.0,59.0,Wrong password,2021-05-31,Good,Produit clair!
5091,12265,1.0,1358.0,2.0,0.0,20.0,532.0,Payment processing,2021-07-31,Bad,inefficient career mode
5093,12259,1.0,1812.0,1.0,1.0,21.0,678.0,Wrong password,2021-08-09,Bad,confusing experience
5095,12365,1.0,1384.0,2.0,0.0,11.0,109.0,Wrong password,,Good,precise service
5096,11613,1.0,1438.0,7.0,0.0,6.0,136.0,Payment processing,2021-06-10,Good,pleasant delivery
5098,13831,1.0,1967.0,5.0,0.0,8.0,246.0,Item do not show,2021-05-17,Good,producto increíble
5099,12202,1.0,1267.0,1.0,1.0,7.0,92.0,Wrong password,2021-07-07,Good,precise services
5100,14104,1.0,1585.0,2.0,0.0,3.0,70.0,Item do not show,2021-06-12,Good,welldone: services
5103,13708,1.0,1566.0,2.0,0.0,5.0,147.0,Payment processing,2021-05-30,Good,quick solution
5105,12545,1.0,1726.0,3.0,0.0,5.0,746.0,Item do not show,2021-06-01,Bad,disappointing resolution...
5106,11335,1.0,1726.0,3.0,0.0,4.0,192.0,Wrong password,2021-07-01,Good,nice agents behavior
5107,10239,0.0,1503.0,3.0,0.0,21.0,657.0,Item do not show,2021-06-13,Bad,unrealiable resolution
5110,10763,1.0,1267.0,1.0,1.0,17.0,1086.0,Item do not show,2021-07-17,Bad,awful agent's communication
5111,11964,1.0,1360.0,4.0,0.0,7.0,137.0,Payment processing,2021-07-14,Good,nice experience
5113,11039,1.0,1358.0,2.0,,18.0,126.0,Item do not show,2021-05-23,Good,buen producto
5114,10536,1.0,1400.0,2.0,0.0,7.0,213.0,Item do not show,,Good,amazing website
5115,14370,1.0,1535.0,4.0,0.0,5.0,597.0,Item do not show,2021-05-26,Bad,"slow..... solution,"
5118,10922,1.0,1777.0,2.0,0.0,10.0,126.0,Wrong password,2021-05-31,Good,nicee game
5119,14328,1.0,2019.0,5.0,0.0,13.0,1102.0,Wrong password,2021-05-15,Bad,useless career mode
5120,10204,0.0,1566.0,3.0,0.0,9.0,292.0,Cheating,2021-07-28,Bad,unclear delivery
5123,14396,1.0,1813.0,2.0,0.0,7.0,106.0,Payment processing,2021-08-01,Good,well done agent`s communication
5124,12337,0.0,1435.0,4.0,0.0,7.0,840.0,Cheating,2021-08-22,Bad,"uselless solution,"
5128,13135,1.0,1503.0,2.0,0.0,8.0,255.0,Item do not show,2021-08-06,Good,reliable career mode
5131,10438,1.0,1666.0,2.0,0.0,9.0,31.0,Item do not show,2021-06-06,Good,amazing career mode
5132,11476,1.0,1719.0,4.0,0.0,3.0,733.0,Payment processing,2021-06-24,Bad,¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡.
5133,13346,1.0,1267.0,1.0,1.0,6.0,221.0,Compromited account,2021-08-01,Good,clear agent`s behavior
5136,11685,1.0,2028.0,3.0,0.0,9.0,174.0,Compromited account,2021-07-15,Good,amazing! player mode
5139,13526,0.0,1726.0,2.0,0.0,8.0,541.0,Cheating,2021-08-20,Bad,unreliable agents behavior
5140,15528,1.0,2028.0,4.0,0.0,2.0,34.0,Payment processing,2021-05-22,Good,great player mode
5141,14787,1.0,1695.0,2.0,0.0,25.0,920.0,Item do not show,2021-07-28,Bad,harsh agent's communication
5143,10524,1.0,1819.0,3.0,0.0,11.0,840.0,Payment processing,2021-07-15,Bad,Produit insatisfaisant!
5144,13997,1.0,1317.0,4.0,0.0,16.0,662.0,Wrong password,2021-06-27,Bad,servicio ineficiente
5145,12499,1.0,1967.0,4.0,0.0,11.0,169.0,Payment processing,2021-05-29,Good,Comportement des agents agréables
5146,15660,1.0,1813.0,4.0,0.0,16.0,956.0,Wrong password,2021-08-19,Bad,harsh agents communication
5147,10355,1.0,1414.0,3.0,0.0,12.0,602.0,Payment processing,2021-06-18,Bad,Résolution inefficace ...
5148,12190,1.0,1350.0,6.0,0.0,3.0,400.0,Wrong password,2021-05-25,Bad,Je n'aime pas l'agent
5149,11961,0.0,1317.0,3.0,0.0,10.0,589.0,Compromited account,2021-08-13,Bad,modo de reproductor lento
5151,14598,0.0,2003.0,2.0,0.0,9.0,,Compromited account,2021-06-02,Bad,unrealiable agents behavior
5152,12949,0.0,1473.0,3.0,0.0,15.0,519.0,,2021-07-10,Bad,unreliable... web-site
5153,10220,1.0,1519.0,3.0,0.0,5.0,279.0,Payment processing,2021-07-31,Good,Comportamiento del agente eficiente
5155,15033,1.0,1813.0,5.0,0.0,12.0,744.0,Payment processing,2021-06-12,Bad,unsatisfactory product
5157,11719,0.0,1426.0,3.0,0.0,16.0,,Item do not show,2021-06-06,Bad,"solución inútil,"
5158,15498,1.0,1580.0,3.0,0.0,6.0,122.0,Payment processing,2021-07-15,Good,J'aime la communication de l'agent
5159,14859,0.0,1781.0,2.0,0.0,11.0,869.0,Cheating,,Bad,
