,ticket_number,resolution,agentid,cpc,firstcontactresolution,fullresolutiontime,replytime,problem,ticketcreationdate,satisfaction,comment,agent_startingdate,agent_country,agent_education,agent_daysonrole
2943,13576,1.0,2003.0,4.0,0.0,5.0,72.0,Payment processing,2021-06-18,Good,Claro de comunicación del agente,2019-02-01,Hungary,Other,868.0
2944,15338,1.0,1522.0,2.0,0.0,3.0,131.0,Payment processing,2021-06-27,Good,wonderful service!!!,2016-01-22,Brazil,Other,1983.0
2945,10717,0.0,1770.0,2.0,0.0,8.0,340.0,Wrong password,2021-05-29,Bad,slow..... agents communication,2020-07-16,Hungary,Language & Literature,317.0
2946,14802,1.0,1384.0,3.0,0.0,46.0,397.0,Payment processing,2021-05-25,Bad,unsatisfactory product!,2018-06-10,United States,Humanities,1080.0
2947,11345,1.0,1411.0,6.0,,5.0,273.0,Item do not show,2021-08-17,Good,resolución agradable ...,2016-12-29,Hungary,Economics,1692.0
2948,14610,1.0,1985.0,2.0,0.0,5.0,125.0,Item do not show,2021-07-04,Good,servicios eficientes,2016-11-21,Argentina,Humanities,1686.0
2949,15324,1.0,1942.0,4.0,0.0,6.0,291.0,Compromited account,2021-07-28,Good,good agent's communication,2019-06-13,Turkey,Humanities,776.0
2950,15125,1.0,1926.0,3.0,0.0,4.0,196.0,Cheating,2021-08-16,Good,fast resolution,2016-04-07,Hungary,Arts,1957.0
2951,12000,1.0,1666.0,2.0,0.0,7.0,124.0,Payment processing,2021-07-19,Good,Me gusta el proceso,2017-09-04,Netherlands,Engineering,1414.0
2952,13609,1.0,1892.0,5.0,0.0,10.0,793.0,Item do not show,2021-05-27,Bad,useless resolution,2015-09-27,Hungary,Humanities,2069.0
2953,13462,1.0,1496.0,5.0,0.0,10.0,144.0,Wrong password,2021-05-15,Good,¡increíble! Comunicación de agentes,2018-06-23,United States,Humanities,1057.0
2954,14024,1.0,1411.0,2.0,0.0,4.0,176.0,Wrong password,2021-06-08,Good,i like solution,2016-12-29,Hungary,Economics,1622.0
2955,11286,1.0,1336.0,6.0,0.0,5.0,285.0,Wrong password,2021-06-07,Good,fantastic agents behavior,2020-10-10,Serbia,Other,240.0
2956,14103,1.0,1580.0,1.0,1.0,15.0,625.0,Compromited account,2021-05-29,Bad,Je n'aime pas les services,2020-03-05,Turkey,Engineering,450.0
2957,15592,1.0,1522.0,5.0,0.0,6.0,194.0,Item do not show,2021-08-21,Good,satisfactory agent's behavior,2016-01-22,Brazil,Other,2038.0
2958,14031,1.0,1719.0,5.0,0.0,9.0,59.0,Payment processing,2021-08-01,Good,well done game,2016-08-03,Argentina,Other,1824.0
2959,14059,1.0,1336.0,4.0,0.0,3.0,169.0,Payment processing,2021-06-16,Good,precise process,2020-10-10,Serbia,Other,249.0
2960,14176,1.0,1583.0,3.0,0.0,5.0,105.0,Wrong password,2021-08-10,Good,étonnante! Comportement de l'agent,2019-07-13,Hungary,Engineering,759.0
2961,12842,1.0,1480.0,3.0,0.0,11.0,45.0,Payment processing,2021-06-12,Good,well done resolution...,2015-09-18,Hungary,Humanities,2094.0
2962,13138,1.0,1480.0,3.0,0.0,7.0,26.0,Wrong password,2021-06-02,Good,"well done, solution",2015-09-18,Hungary,Humanities,2084.0
2963,14884,1.0,1411.0,1.0,1.0,5.0,144.0,Payment processing,,Good,well done process,2016-12-29,Hungary,Economics,
2964,14029,1.0,1414.0,3.0,,4.0,221.0,Wrong password,2021-07-04,Good,juego fantástico,2019-07-10,Brazil,Language & Literature,725.0
2965,14451,0.0,1319.0,4.0,0.0,6.0,30.0,Cheating,2021-07-10,Good,eficient agent's behavior,2014-04-12,Honduras,Engineering,2646.0
2966,14831,0.0,1535.0,6.0,0.0,3.0,159.0,Cheating,2021-08-13,Good,well done agent`s communication,2019-04-28,Spain,Law,838.0
2967,15007,1.0,2019.0,5.0,0.0,16.0,633.0,Item do not show,,Bad,Résolution lente ...,2020-05-05,Brazil,Humanities,
2968,10182,1.0,1411.0,4.0,0.0,6.0,122.0,Wrong password,2021-05-16,Good,,2016-12-29,Hungary,Economics,1599.0
2969,12316,1.0,1813.0,3.0,0.0,2.0,177.0,,2021-06-02,Good,article merveilleux,2018-01-27,Honduras,Humanities,1222.0
2970,15229,1.0,1947.0,3.0,0.0,4.0,133.0,Item do not show,2021-06-15,Good,"well done, delivery!!",2017-07-27,Honduras,Law,1419.0
2971,13081,1.0,1899.0,2.0,0.0,3.0,566.0,Item do not show,2021-07-25,Bad,producto poco confiable,2016-09-10,Honduras,Arts,1779.0
2972,11349,1.0,1947.0,1.0,1.0,9.0,665.0,Wrong password,2021-08-11,Bad,Sentitif ..... Service,2017-07-27,Honduras,Law,1476.0
2973,14956,0.0,1663.0,3.0,0.0,7.0,445.0,Item do not show,2021-08-12,Bad,"unreliable solution,",2020-05-20,United States,Engineering,449.0
2974,12739,0.0,1496.0,3.0,0.0,22.0,734.0,Compromited account,2021-06-27,Bad,Résolution inutile,2018-06-23,United States,Humanities,1100.0
2975,14784,1.0,1697.0,3.0,0.0,9.0,621.0,Wrong password,2021-07-12,Bad,confusing website,2019-07-09,Argentina,Design,734.0
2976,11119,1.0,1535.0,3.0,0.0,17.0,459.0,Item do not show,2021-07-28,Bad,"Je n'aime pas la solution,",2019-04-28,Spain,Law,822.0
2977,14123,1.0,1817.0,2.0,0.0,2.0,114.0,Payment processing,2021-08-06,Good,Produit agréable!,2019-05-08,Argentina,Other,821.0
2978,12217,1.0,1426.0,2.0,0.0,23.0,796.0,Item do not show,2021-07-17,Bad,bad resolution,2015-03-05,Hungary,Engineering,2326.0
2979,13838,1.0,1949.0,2.0,0.0,4.0,308.0,Payment processing,2021-07-11,Good,Modo de carrera maravilloso,2017-01-22,Argentina,Humanities,1631.0
2980,11198,1.0,1580.0,5.0,0.0,7.0,264.0,Payment processing,2021-06-07,Good,useful service,2020-03-05,Turkey,Engineering,459.0
2981,12020,1.0,1926.0,3.0,,5.0,39.0,Wrong password,2021-08-18,Good,sitio web preciso,2016-04-07,Hungary,Arts,1959.0
2982,15169,1.0,1819.0,2.0,0.0,,265.0,Payment processing,2021-08-12,Good,reliable agent`s behavior,2017-10-27,Spain,Economics,1385.0
2983,11708,1.0,1360.0,1.0,1.0,,175.0,Wrong password,2021-08-01,Good,i like services,2017-12-26,Argentina,Law,1314.0
2984,12771,1.0,1695.0,3.0,0.0,12.0,343.0,Payment processing,2021-07-31,Bad,bad agents communication,2014-09-20,Serbia,Engineering,2506.0
2985,13324,1.0,2003.0,3.0,0.0,5.0,147.0,Wrong password,2021-07-30,Good,"buena solución,",2019-02-01,Hungary,Other,910.0
2986,10799,1.0,1770.0,3.0,0.0,7.0,150.0,Wrong password,2021-07-01,Good,useful career mode,2020-07-16,Hungary,Language & Literature,350.0
2987,12297,1.0,1350.0,2.0,0.0,4.0,131.0,Item do not show,2021-07-20,Good,amazing! agent`s behavior,2020-11-09,Hungary,Language & Literature,253.0
2988,11108,1.0,1566.0,3.0,0.0,4.0,140.0,Item do not show,2021-05-29,Good,¡¡¡servicio confiable!!!,2014-06-15,Brazil,Engineering,2540.0
2989,14964,1.0,1359.0,2.0,0.0,6.0,300.0,Wrong password,2021-07-31,Good,wonderful agent,2015-09-05,Serbia,Other,2156.0
2990,10937,1.0,1967.0,2.0,0.0,8.0,80.0,Wrong password,2021-06-25,Good,pleasant agent's behavior,2018-01-14,Hungary,Humanities,1258.0
2991,15583,1.0,1571.0,2.0,0.0,10.0,537.0,Item do not show,2021-08-17,Bad,unsatisfactory product,2014-12-16,Turkey,Language & Literature,2436.0
2992,13532,1.0,1899.0,4.0,0.0,4.0,88.0,Payment processing,2021-07-23,Good,Comportamiento del agente de Nicee,2016-09-10,Honduras,Arts,1777.0
2993,15056,1.0,1531.0,2.0,0.0,6.0,224.0,Item do not show,2021-07-27,Good,I like game,2014-02-10,Serbia,Economics,2724.0
2994,11291,1.0,1477.0,4.0,0.0,18.0,607.0,,2021-05-23,Bad,El comportamiento lento del agente,2014-05-21,Turkey,Humanities,2559.0
2995,11800,1.0,1411.0,2.0,0.0,3.0,54.0,Item do not show,2021-08-08,Good,buena resolución,2016-12-29,Hungary,Economics,1683.0
2996,15137,1.0,1926.0,3.0,0.0,4.0,169.0,Wrong password,2021-06-21,Good,I like service!!!,2016-04-07,Hungary,Arts,1901.0
2997,14812,1.0,1360.0,2.0,0.0,7.0,468.0,Payment processing,2021-08-10,Bad,Lente ..... Communication de l'agent,2017-12-26,Argentina,Law,1323.0
2998,14450,1.0,1411.0,2.0,0.0,7.0,,Payment processing,2021-07-31,Good,Produit utile!,2016-12-29,Hungary,Economics,1675.0
2999,11895,1.0,1947.0,1.0,1.0,4.0,219.0,Wrong password,2021-08-21,Good,pleasant delivery.,2017-07-27,Honduras,Law,1486.0
3000,13936,0.0,1480.0,6.0,0.0,10.0,643.0,Cheating,2021-06-28,Bad,,2015-09-18,Hungary,Humanities,2110.0
3001,11009,1.0,1531.0,1.0,1.0,4.0,142.0,Wrong password,2021-07-28,Good,welldone: service!!!,2014-02-10,Serbia,Economics,2725.0
3002,13714,1.0,1710.0,4.0,0.0,5.0,77.0,Payment processing,2021-05-30,Good,juego agradable,2019-05-10,Netherlands,Other,751.0
3003,14298,1.0,1350.0,5.0,0.0,3.0,235.0,Payment processing,2021-06-30,Good,welldone: agent`s behavior,2020-11-09,Hungary,Language & Literature,233.0
3004,12233,1.0,1566.0,4.0,0.0,9.0,761.0,Payment processing,2021-06-29,Bad,disappointing agent's communication,2014-06-15,Brazil,Engineering,2571.0
3005,11841,0.0,1759.0,3.0,0.0,4.0,219.0,Cheating,2021-07-27,Good,N / A,2019-05-15,Hungary,Humanities,804.0
3006,10821,1.0,1583.0,2.0,0.0,9.0,703.0,,2021-05-24,Bad,Entrega decepcionante !!,2019-07-13,Hungary,Engineering,681.0
3007,13431,0.0,1719.0,2.0,0.0,7.0,127.0,Item do not show,2021-05-25,Good,Produit merveilleux,2016-08-03,Argentina,Other,1756.0
3008,13873,1.0,1336.0,3.0,0.0,7.0,123.0,Wrong password,2021-07-17,Good,great service,2020-10-10,Serbia,Other,280.0
3009,10610,1.0,1710.0,3.0,0.0,22.0,652.0,Item do not show,2021-05-30,Bad,slow delivery,2019-05-10,Netherlands,Other,751.0
3010,10916,1.0,1812.0,3.0,0.0,6.0,,Item do not show,2021-08-13,Good,useful services!,2019-07-18,Serbia,Other,757.0
3011,12850,1.0,1695.0,1.0,1.0,5.0,93.0,Item do not show,2021-07-09,Good,site Web utile,2014-09-20,Serbia,Engineering,2484.0
3012,15038,1.0,1726.0,5.0,0.0,7.0,175.0,Item do not show,2021-07-05,Good,nice player mode,2015-01-31,United States,Humanities,2347.0
3013,11421,1.0,1571.0,3.0,0.0,13.0,591.0,Payment processing,2021-05-26,Bad,"solución poco confiable,",2014-12-16,Turkey,Language & Literature,2353.0
3014,11729,1.0,1571.0,5.0,0.0,9.0,208.0,Payment processing,2021-07-12,Good,amazing career mode,2014-12-16,Turkey,Language & Literature,2400.0
3015,11519,0.0,1535.0,4.0,0.0,11.0,765.0,Compromited account,,Bad,unsatisfactory career mode,2019-04-28,Spain,Law,
3016,13700,1.0,1812.0,4.0,0.0,8.0,269.0,Item do not show,2021-07-25,Good,welldone: experience,2019-07-18,Serbia,Other,738.0
3017,13744,1.0,1926.0,4.0,0.0,4.0,217.0,Wrong password,2021-05-14,Good,"well done, player mode",2016-04-07,Hungary,Arts,1863.0
3018,13189,1.0,1777.0,2.0,0.0,8.0,111.0,Item do not show,2021-08-01,Good,satisfactory player mode,2016-12-22,Turkey,IT,1683.0
3019,12140,1.0,1710.0,3.0,0.0,10.0,27.0,Payment processing,2021-08-07,Good,reliable resolution...,2019-05-10,Netherlands,Other,820.0
3020,11380,0.0,1480.0,3.0,0.0,10.0,476.0,Cheating,2021-08-23,Bad,,2015-09-18,Hungary,Humanities,2166.0
3021,11545,0.0,1350.0,2.0,0.0,7.0,14.0,Item do not show,2021-06-03,Good,well done delivery,2020-11-09,Hungary,Language & Literature,206.0
3022,12162,1.0,1400.0,2.0,0.0,,557.0,Payment processing,2021-06-05,Bad,unreliable... agent,2019-10-07,Argentina,IT,607.0
3023,11630,1.0,1837.0,2.0,0.0,9.0,116.0,Payment processing,2021-06-08,Good,amazing service!!!,2015-06-02,Spain,Language & Literature,2198.0
3024,12123,1.0,1942.0,5.0,0.0,6.0,136.0,Wrong password,2021-07-19,Good,comportamiento de agente rápido,2019-06-13,Turkey,Humanities,767.0
3025,14621,1.0,1503.0,3.0,0.0,5.0,91.0,Payment processing,2021-08-14,Good,Entrega precisa !!,2018-09-20,Brazil,IT,1059.0
3026,11516,1.0,1411.0,2.0,0.0,6.0,813.0,Payment processing,2021-06-14,Bad,awful career mode,2016-12-29,Hungary,Economics,1628.0
3027,13892,1.0,1359.0,4.0,0.0,4.0,273.0,Payment processing,2021-06-04,Good,buen agente,2015-09-05,Serbia,Other,2099.0
3028,11670,1.0,1532.0,2.0,0.0,5.0,120.0,Payment processing,2021-06-06,Good,useful player mode,2017-03-16,Turkey,Language & Literature,1543.0
3029,12800,1.0,1585.0,2.0,0.0,11.0,891.0,Item do not show,,Bad,Servicio lento !!!,2014-01-19,Turkey,Language & Literature,
3030,12857,1.0,1746.0,4.0,0.0,,197.0,,2021-08-12,Good,satisfactory agent's communication,2014-11-07,Honduras,Engineering,2470.0
3031,14789,1.0,1267.0,2.0,0.0,21.0,876.0,Payment processing,2021-07-20,Bad,unreliable... delivery.,2014-05-11,Brazil,Humanities,2627.0
3032,15444,1.0,1360.0,1.0,1.0,5.0,364.0,Payment processing,2021-06-21,Good,fast process,2017-12-26,Argentina,Law,1273.0
3033,10595,1.0,1648.0,4.0,0.0,6.0,26.0,Wrong password,2021-06-25,Good,Comportamiento de agentes útiles,2014-10-13,Turkey,Arts,2447.0
3034,14165,1.0,1719.0,2.0,0.0,8.0,133.0,Item do not show,2021-08-07,Good,amazing process,2016-08-03,Argentina,Other,1830.0
3035,14307,1.0,1726.0,2.0,0.0,12.0,684.0,Item do not show,2021-06-05,Bad,harsh resolution...,2015-01-31,United States,Humanities,2317.0
3036,12311,1.0,1287.0,2.0,0.0,,247.0,Payment processing,2021-06-16,Good,J'aime la résolution,2015-05-10,Spain,Life Sciences,2229.0
3037,11980,0.0,1336.0,4.0,0.0,3.0,140.0,,2021-06-02,Good,Site Web utile,2020-10-10,Serbia,Other,235.0
3038,13265,1.0,1967.0,3.0,0.0,7.0,201.0,Wrong password,2021-06-04,Good,Mode de joueur fiable,2018-01-14,Hungary,Humanities,1237.0
3039,12790,1.0,1566.0,6.0,0.0,14.0,204.0,Compromited account,2021-07-11,Good,,2014-06-15,Brazil,Engineering,2583.0
3040,14261,1.0,1837.0,3.0,0.0,,796.0,Wrong password,2021-08-23,Bad,Comportamiento del agente desagradable,2015-06-02,Spain,Language & Literature,2274.0
3041,13706,1.0,1942.0,4.0,0.0,16.0,600.0,Compromited account,2021-06-24,Bad,produit peu fiable,2019-06-13,Turkey,Humanities,742.0
3042,14377,1.0,2028.0,2.0,0.0,3.0,251.0,Wrong password,2021-08-04,Good,nicee product!,2015-06-25,United States,Other,2232.0
3043,12592,1.0,1477.0,2.0,0.0,,305.0,Wrong password,2021-07-18,Good,"well done, agents communication",2014-05-21,Turkey,Humanities,2615.0
3044,12583,0.0,1496.0,2.0,0.0,5.0,606.0,Cheating,2021-07-21,Bad,Je n'aime pas la communication de l'agent,2018-06-23,United States,Humanities,1124.0
3045,14337,1.0,1571.0,2.0,0.0,5.0,83.0,Payment processing,2021-07-12,Good,fast services!,2014-12-16,Turkey,Language & Literature,2400.0
3046,11402,1.0,1427.0,5.0,0.0,5.0,295.0,Wrong password,2021-07-18,Good,pleasant agent's behavior,2016-02-17,Hungary,Engineering,1978.0
3047,11698,1.0,1759.0,2.0,0.0,8.0,645.0,Wrong password,2021-06-19,Bad,harsh product,2019-05-15,Hungary,Humanities,766.0
3048,14375,1.0,1248.0,3.0,0.0,3.0,151.0,Compromited account,2021-07-23,Good,Communication du grand agent,2016-07-22,United States,Engineering,1827.0
3049,11324,1.0,1377.0,1.0,1.0,11.0,946.0,Wrong password,2021-06-29,Bad,unreliable... resolution...,2015-06-18,Hungary,Engineering,2203.0
3050,10865,0.0,1566.0,3.0,0.0,17.0,433.0,Wrong password,2021-05-25,Bad,unclear agent`s communication,2014-06-15,Brazil,Engineering,2536.0
3051,13391,1.0,1648.0,1.0,,13.0,66.0,Payment processing,2021-05-30,Good,Me gusta la resolución,2014-10-13,Turkey,Arts,2421.0
3052,13154,1.0,1754.0,2.0,0.0,5.0,171.0,Wrong password,2021-07-30,Good,jeu bien fait,2018-12-08,Turkey,Humanities,965.0
3053,11167,1.0,1455.0,5.0,0.0,12.0,148.0,Wrong password,2021-06-05,Good,useful delivery.,2020-02-20,Spain,Humanities,471.0
3054,10783,1.0,1455.0,4.0,0.0,16.0,62.0,Wrong password,2021-07-04,Good,solution agréable,2020-02-20,Spain,Humanities,500.0
3055,15298,1.0,1656.0,2.0,0.0,6.0,389.0,Payment processing,2021-06-25,Bad,unreliable services,2018-08-31,Serbia,Engineering,1029.0
3056,12927,1.0,1947.0,5.0,0.0,4.0,260.0,Payment processing,2021-06-13,Good,quick product,2017-07-27,Honduras,Law,1417.0
3057,11760,1.0,1710.0,1.0,1.0,2.0,185.0,Wrong password,,Good,satisfactory agent,2019-05-10,Netherlands,Other,
3058,11084,0.0,1688.0,2.0,0.0,10.0,495.0,Compromited account,2021-05-20,Bad,harsh item,2016-05-15,Netherlands,Humanities,1831.0
3059,15483,1.0,1777.0,4.0,0.0,5.0,135.0,Payment processing,2021-05-13,Good,¡increíble! solución,2016-12-22,Turkey,IT,1603.0
3060,10566,1.0,1813.0,6.0,0.0,16.0,933.0,Compromited account,2021-07-28,Bad,horrible agent,2018-01-27,Honduras,Humanities,1278.0
3061,10754,1.0,1400.0,1.0,1.0,6.0,96.0,Wrong password,2021-08-17,Good,Me gusta la entrega !!,2019-10-07,Argentina,IT,680.0
3062,13792,1.0,1580.0,2.0,0.0,5.0,14.0,Wrong password,2021-05-12,Good,well done item,2020-03-05,Turkey,Engineering,433.0
3063,15536,1.0,1921.0,1.0,1.0,9.0,465.0,Item do not show,2021-07-13,Bad,unpleasant product!,2015-04-10,Brazil,Humanities,2286.0
3064,14209,1.0,1411.0,6.0,0.0,8.0,122.0,Item do not show,2021-07-17,Good,service fantastique,2016-12-29,Hungary,Economics,1661.0
3065,15533,1.0,1480.0,4.0,0.0,4.0,36.0,Wrong password,2021-07-27,Good,jeu rapide,2015-09-18,Hungary,Humanities,2139.0
3066,12296,1.0,1719.0,2.0,,,752.0,Compromited account,2021-07-31,Bad,poco confiable ... sitio web,2016-08-03,Argentina,Other,1823.0
3067,11809,0.0,1384.0,6.0,0.0,19.0,529.0,Item do not show,2021-06-29,Bad,harsh delivery,2018-06-10,United States,Humanities,1115.0
3068,12674,1.0,1427.0,4.0,,8.0,219.0,Item do not show,2021-06-22,Good,"Bien hecho, servicio !!!",2016-02-17,Hungary,Engineering,1952.0
3069,14178,0.0,1580.0,3.0,0.0,13.0,815.0,Cheating,,Bad,bad experience,2020-03-05,Turkey,Engineering,
3070,12308,1.0,1692.0,2.0,0.0,,261.0,Item do not show,2021-07-22,Good,resolución clara ...,2014-10-06,Netherlands,Language & Literature,2481.0
3071,11981,1.0,2003.0,2.0,0.0,,,Payment processing,2021-05-23,Good,precise service,2019-02-01,Hungary,Other,842.0
3072,10592,0.0,1377.0,3.0,0.0,13.0,18.0,,2021-05-31,Good,processus bien fait,2015-06-18,Hungary,Engineering,2174.0
3073,14583,0.0,1350.0,2.0,0.0,14.0,1067.0,Compromited account,2021-07-08,Bad,Je n'aime pas la livraison,2020-11-09,Hungary,Language & Literature,241.0
3074,13978,1.0,1746.0,2.0,,6.0,364.0,Payment processing,2021-07-26,Good,me gusta la resolución ...,2014-11-07,Honduras,Engineering,2453.0
3075,15077,1.0,1663.0,4.0,0.0,5.0,174.0,Payment processing,2021-08-01,Good,useful agents behavior,2020-05-20,United States,Engineering,438.0
3076,10841,0.0,1337.0,2.0,0.0,,112.0,Cheating,2021-08-09,Good,amazing! experience,2014-02-09,Turkey,Law,2738.0
3077,13783,1.0,1435.0,1.0,1.0,14.0,81.0,Wrong password,2021-07-03,Good,quick product!,2015-08-24,Serbia,Engineering,2140.0
3078,15326,1.0,1477.0,2.0,0.0,5.0,188.0,Item do not show,2021-06-08,Good,Me gusta la comunicación del agente,2014-05-21,Turkey,Humanities,2575.0
3079,15378,1.0,1813.0,2.0,0.0,17.0,509.0,Item do not show,2021-05-29,Bad,"uselless solution,",2018-01-27,Honduras,Humanities,1218.0
3080,12191,1.0,1746.0,5.0,0.0,8.0,,Payment processing,2021-06-25,Good,wonderful services!,2014-11-07,Honduras,Engineering,2422.0
3081,13204,1.0,1360.0,4.0,0.0,,179.0,Wrong password,2021-05-13,Good,quick service!!!,2017-12-26,Argentina,Law,1234.0
3082,11941,1.0,1426.0,1.0,,2.0,143.0,Wrong password,2021-06-05,Good,Entrega útil !!,2015-03-05,Hungary,Engineering,2284.0
3083,14862,1.0,1985.0,2.0,0.0,11.0,59.0,,2021-06-10,Good,"efficient solution,",2016-11-21,Argentina,Humanities,1662.0
3084,12349,1.0,1777.0,2.0,0.0,13.0,981.0,Item do not show,2021-06-30,Bad,livraison insatisfaisante,2016-12-22,Turkey,IT,1651.0
3085,13040,1.0,1390.0,2.0,0.0,7.0,81.0,Payment processing,2021-06-02,Good,Mode du joueur rapide,2019-09-22,Argentina,Engineering,619.0
3086,11758,1.0,1671.0,3.0,0.0,8.0,252.0,Cheating,2021-05-27,Good,fantastic product,2016-12-10,Hungary,IT,1629.0
3087,13658,0.0,1411.0,3.0,0.0,,383.0,,2021-05-20,Bad,livraison inutile,2016-12-29,Hungary,Economics,1603.0
3088,14239,1.0,1857.0,2.0,0.0,6.0,,Payment processing,2021-06-22,Good,amazing! resolution,2014-05-07,Hungary,Design,2603.0
3089,12660,0.0,1414.0,4.0,0.0,8.0,548.0,Payment processing,2021-07-17,Bad,uselless item,2019-07-10,Brazil,Language & Literature,738.0
3090,14706,1.0,1473.0,2.0,0.0,15.0,171.0,Wrong password,2021-05-30,Good,"well done, delivery",2015-09-05,Netherlands,Engineering,2094.0
3091,13012,1.0,1837.0,1.0,1.0,3.0,231.0,Wrong password,,Good,J'aime les services!,2015-06-02,Spain,Language & Literature,
3092,11139,1.0,1341.0,4.0,0.0,7.0,548.0,Item do not show,2021-05-28,Bad,I do not like experience,2016-03-16,Honduras,Other,1899.0
3093,12996,0.0,1759.0,2.0,0.0,10.0,568.0,Wrong password,2021-06-19,Bad,Livraison peu claire !!,2019-05-15,Hungary,Humanities,766.0
3094,15251,1.0,1710.0,1.0,1.0,12.0,752.0,Item do not show,2021-06-28,Bad,lento ..... Resolución ...,2019-05-10,Netherlands,Other,780.0
3095,12439,1.0,1535.0,1.0,1.0,3.0,176.0,Cheating,2021-06-24,Good,Comportamiento del agente asombroso,2019-04-28,Spain,Law,788.0
3096,10490,1.0,1819.0,3.0,0.0,3.0,1025.0,Item do not show,2021-08-07,Bad,unreliable... experience,2017-10-27,Spain,Economics,1380.0
3097,12663,1.0,1942.0,1.0,1.0,3.0,,Item do not show,2021-07-18,Bad,mauvais mode de carrière,2019-06-13,Turkey,Humanities,766.0
3098,10609,1.0,1359.0,2.0,0.0,17.0,1022.0,Payment processing,2021-06-02,Bad,unsatisfactory career mode,2015-09-05,Serbia,Other,2097.0
3099,15280,1.0,1710.0,2.0,0.0,7.0,204.0,Wrong password,2021-07-01,Good,produit satisfaisant,2019-05-10,Netherlands,Other,783.0
3100,12852,1.0,1710.0,5.0,0.0,4.0,146.0,Wrong password,,Good,Borrar modo de reproductor,2019-05-10,Netherlands,Other,
3101,11034,1.0,1726.0,2.0,0.0,8.0,779.0,Payment processing,2021-06-01,Bad,N / A,2015-01-31,United States,Humanities,2313.0
3102,12180,1.0,1949.0,4.0,0.0,5.0,26.0,Wrong password,2021-08-06,Good,Beau produit!,2017-01-22,Argentina,Humanities,1657.0
3103,12009,1.0,1719.0,6.0,0.0,8.0,91.0,Item do not show,2021-06-12,Good,pleasant agent's communication,2016-08-03,Argentina,Other,1774.0
3104,15435,1.0,1813.0,5.0,0.0,6.0,604.0,,2021-06-01,Bad,awful delivery.,2018-01-27,Honduras,Humanities,1221.0
3105,15040,1.0,1455.0,1.0,1.0,6.0,,,2021-05-16,Good,nicee resolution...,2020-02-20,Spain,Humanities,451.0
3106,10296,0.0,1248.0,1.0,1.0,4.0,551.0,Cheating,2021-08-02,Bad,"solution peu claire,",2016-07-22,United States,Engineering,1837.0
3107,12992,1.0,1996.0,6.0,0.0,13.0,784.0,Item do not show,2021-07-11,Bad,bad experience,2020-08-30,Portugal,Engineering,315.0
3108,14278,1.0,1697.0,2.0,0.0,7.0,531.0,Wrong password,2021-07-21,Bad,confusing resolution...,2019-07-09,Argentina,Design,743.0
3109,14168,1.0,1666.0,2.0,0.0,16.0,565.0,Wrong password,2021-07-10,Bad,slow solution,2017-09-04,Netherlands,Engineering,1405.0
3110,13931,1.0,1317.0,2.0,0.0,7.0,189.0,Payment processing,2021-08-17,Good,entrega eficiente,2014-11-15,Portugal,Life Sciences,2467.0
3111,15501,1.0,1947.0,3.0,0.0,3.0,167.0,Payment processing,2021-06-24,Good,eficient resolution...,2017-07-27,Honduras,Law,1428.0
3112,10218,1.0,2019.0,2.0,0.0,9.0,181.0,Payment processing,2021-06-03,Good,pleasant product!,2020-05-05,Brazil,Humanities,394.0
3113,12077,1.0,1358.0,2.0,0.0,11.0,739.0,Payment processing,2021-08-17,Bad,Communication de l'agent désagréable,2015-06-24,Spain,Language & Literature,2246.0
3114,11051,1.0,1435.0,5.0,0.0,21.0,565.0,,2021-08-10,Bad,awful game,2015-08-24,Serbia,Engineering,2178.0
3115,14578,1.0,1942.0,1.0,1.0,8.0,194.0,Payment processing,2021-05-28,Good,good item,2019-06-13,Turkey,Humanities,715.0
3116,12991,1.0,1746.0,3.0,0.0,8.0,747.0,Item do not show,2021-07-24,Bad,processus inefficace,2014-11-07,Honduras,Engineering,2451.0
3117,11052,1.0,1248.0,4.0,0.0,,506.0,Wrong password,,Bad,unreliable agents behavior,2016-07-22,United States,Engineering,
3118,13933,1.0,1473.0,1.0,1.0,5.0,865.0,Payment processing,2021-07-02,Bad,"solution décevante,",2015-09-05,Netherlands,Engineering,2127.0
3119,13981,0.0,1926.0,4.0,0.0,7.0,42.0,Item do not show,2021-07-03,Good,eficient services!,2016-04-07,Hungary,Arts,1913.0
3120,15633,1.0,1688.0,7.0,0.0,15.0,388.0,Payment processing,2021-07-10,Bad,slow resolution...,2016-05-15,Netherlands,Humanities,1882.0
3121,13712,1.0,1746.0,2.0,0.0,7.0,63.0,Compromited account,2021-05-29,Good,livraison satisfaisante,2014-11-07,Honduras,Engineering,2395.0
3122,13090,1.0,1813.0,2.0,0.0,5.0,12.0,Payment processing,2021-06-22,Good,Résolution fantastique,2018-01-27,Honduras,Humanities,1242.0
3123,15354,1.0,1585.0,3.0,0.0,8.0,100.0,Item do not show,2021-05-27,Good,J'aime le comportement des agents,2014-01-19,Turkey,Language & Literature,2685.0
3124,14366,0.0,1317.0,2.0,0.0,5.0,746.0,Compromited account,2021-07-10,Bad,uselless agent`s communication,2014-11-15,Portugal,Life Sciences,2429.0
3125,10770,1.0,2003.0,1.0,1.0,3.0,50.0,,2021-07-06,Good,pleasant agents behavior,2019-02-01,Hungary,Other,886.0
3126,15591,1.0,1996.0,3.0,0.0,5.0,204.0,Payment processing,2021-07-07,Good,Me gusta el comportamiento del agente,2020-08-30,Portugal,Engineering,311.0
