"Ticket_number","Resolution","AgentID","CPC","FirstContactResolution","FullResolutionTime","ReplyTime","Problem","TicketCreationDate","Satisfaction","Comment"
12698,1,1692,2,0,13,873,"Wrong password",NA,"Bad","No me gusta la resolución"
12804,0,1648,4,0,15,514,"Item do not show","2021-07-03","Bad","unreliable delivery"
12555,NA,1535,3,0,9,49,"Wrong password","2021-07-23","Offered","N / A"
11448,1,1936,3,0,5,148,"Item do not show","2021-05-18","Good","well done, agents communication"
11811,1,1287,2,0,7,291,"Wrong password","2021-07-27","Good","reliable agents behavior"
14883,1,1411,3,0,10,483,"Payment processing","2021-07-18","Bad","unreliable services"
12417,1,1360,4,0,6,165,"Wrong password","2021-08-02","Good",NA
11629,0,1967,6,0,10,119,"Cheating","2021-06-28","Good","résolution claire"
15076,1,1400,3,0,15,519,"Wrong password","2021-08-19","Bad","modo de reproductor uselless"
11488,NA,1341,2,0,8,265,"Item do not show","2021-05-28","Offered","N / A"
13483,NA,1438,4,0,7,184,"Cheating","2021-07-07","Offered",NA
15232,0,1400,1,1,3,NA,NA,"2021-07-24","Bad","N / A"
11006,1,1671,3,0,7,56,"Payment processing","2021-06-10","Good","entrega agradable"
12577,1,1535,3,0,8,589,"Payment processing","2021-08-16","Bad","unreliable... product"
15488,1,1438,2,0,13,555,"Compromited account","2021-08-03","Bad","awful agents behavior"
10835,1,1248,3,0,5,99,"Item do not show","2021-07-03","Good","nice process"
10203,NA,1817,4,0,4,270,"Wrong password","2021-07-29","Offered",NA
12515,1,1813,2,0,4,171,"Wrong password","2021-08-03","Good","clear agent's communication"
12005,1,1535,3,0,4,49,"Wrong password","2021-05-18","Good","livraison satisfaisante"
13157,1,1697,2,0,10,733,"Wrong password","2021-05-19","Bad","sitio web horrible"
15210,0,1770,4,0,33,984,"Wrong password","2021-08-21","Bad","unpleasant web-site"
13449,1,1317,1,1,12,310,"Item do not show",NA,"Good","solution agréable"
13726,1,1267,2,0,9,44,"Wrong password","2021-07-31","Good","site Web efficace"
12264,1,1350,2,0,21,434,"Payment processing","2021-05-11","Bad",NA
11517,1,1926,3,0,10,613,"Payment processing","2021-06-10","Bad","I do not like game"
11181,1,1777,6,0,18,607,"Wrong password","2021-05-28","Bad","Comportement des agents usulless"
15081,NA,1548,NA,0,6,43,"Wrong password","2021-07-16","Offered",NA
14138,1,1287,1,1,3,126,"Compromited account","2021-06-02","Good","fantastic agents behavior"
12718,NA,1770,3,0,18,828,"Item do not show","2021-06-26","Offered",NA
13053,0,1692,2,0,11,380,"Wrong password","2021-05-17","Bad","mauvaise expérience"
13230,1,1340,1,1,16,154,"Wrong password","2021-07-25","Good","fast service"
13336,1,1248,1,1,6,84,"Payment processing","2021-06-11","Good","Modo de reproductor fantástico"
13639,NA,1377,5,0,13,462,"Item do not show","2021-05-25","Offered",NA
10448,0,1531,5,0,6,659,"Compromited account","2021-06-26","Bad","bad item"
15393,1,1996,1,1,3,74,"Item do not show",NA,"Good","amazing! service!!!"
10892,1,1656,4,0,10,608,"Item do not show","2021-07-05","Bad","N / A"
14300,0,1435,3,0,12,NA,"Cheating","2021-05-25","Bad","I do not like website"
14063,NA,1770,1,1,13,714,"Wrong password","2021-05-16","Offered",NA
11356,NA,1267,4,0,4,229,"Wrong password","2021-07-08","Offered",NA
10914,1,2019,1,1,2,241,"Wrong password","2021-06-19","Good","¡increíble! resolución..."
13775,NA,1566,1,1,5,NA,"Cheating","2021-08-23","Offered",NA
13388,1,1358,1,1,NA,107,"Payment processing","2021-08-22","Good","i like game"
10211,1,1770,3,0,3,547,"Item do not show","2021-05-29","Bad","Comportamiento de agentes poco claros"
10508,1,1568,4,0,13,162,"Wrong password","2021-08-19","Good","amazing services"
13821,1,1648,2,0,3,253,"Wrong password","2021-05-15","Good","jeu fantastique"
15228,1,1770,7,0,9,NA,NA,"2021-06-30","Good","I like service"
14498,NA,1267,2,0,3,147,"Item do not show","2021-05-29","Offered","N / A"
11986,1,1719,2,0,2,138,"Payment processing","2021-07-30","Good","Producto de Nicee"
10372,1,1496,2,NA,8,158,"Payment processing","2021-06-23","Good","entrega útil"
11585,1,1692,2,0,9,171,"Wrong password","2021-08-21","Good","well done, delivery"
14003,NA,1817,2,0,6,88,"Payment processing","2021-07-18","Offered","N / A"
12558,0,1359,3,0,5,145,"Cheating",NA,"Good","good services"
11779,1,1427,4,0,6,278,"Item do not show","2021-06-25","Good","Me gusta la resolución ..."
15265,NA,1337,2,0,15,777,"Payment processing","2021-07-16","Offered",NA
14263,NA,1377,3,0,4,717,"Cheating","2021-08-23","Offered",NA
12637,1,1697,1,1,6,123,"Item do not show","2021-08-16","Good","Service précis !!!"
14896,1,1926,3,0,18,762,"Payment processing","2021-06-13","Bad","proceso poco revelable"
11477,1,1532,2,0,6,321,"Item do not show",NA,"Bad","Services décevants!"
13451,1,1947,4,0,6,627,"Item do not show","2021-05-11","Bad","disappointing resolution"
14391,0,1942,4,0,3,217,"Cheating","2021-06-13","Good","fast product!"
10832,0,1317,4,0,4,370,"Item do not show","2021-08-19","Bad","bad item"
14565,NA,1817,3,0,6,156,"Compromited account","2021-07-30","Offered",NA
11559,1,1688,4,0,NA,226,"Payment processing","2021-08-17","Good","wonderful agent`s communication"
15345,1,1697,5,0,13,284,"Wrong password","2021-07-15","Good","great product!"
14254,NA,1519,5,0,7,50,"Payment processing","2021-07-12","Offered",NA
11645,0,1427,3,0,19,855,"Compromited account","2021-08-01","Bad","I don't like solution,"
12875,1,1535,3,0,11,NA,"Payment processing","2021-06-26","Bad","unreliable agents behavior"
12916,0,2019,2,0,5,690,"Payment processing","2021-06-28","Bad","¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡Oso ¡!!!"
10786,NA,1746,4,0,3,177,"Payment processing","2021-08-10","Offered","N / A"
12622,1,1754,6,0,8,172,NA,"2021-05-27","Good","clear process"
11406,1,1522,3,0,3,53,"Item do not show","2021-06-27","Good","quick resolution..."
11360,1,1438,2,NA,6,53,NA,"2021-07-31","Good","buen servicio"
15133,1,1646,3,0,2,159,"Payment processing","2021-08-07","Good","satisfactory solution,"
10639,1,1921,4,0,21,564,"Payment processing","2021-07-22","Bad","N / A"
11951,0,1522,3,0,3,77,"Cheating","2021-07-05","Good","pleasant delivery"
11446,0,1287,4,0,4,751,"Cheating","2021-08-07","Bad","unpleasant resolution"
12436,1,1287,1,1,15,313,"Wrong password","2021-06-24","Bad","slow..... product!"
10864,0,1648,2,0,14,909,"Compromited account","2021-06-03","Bad","poco confiable ... comportamiento del agente"
12182,1,1899,3,0,10,166,"Payment processing","2021-05-13","Good","amazing agent"
15570,0,1414,3,0,3,260,"Cheating","2021-07-25","Good","servicio agradable"
11227,0,1438,3,0,20,599,"Cheating","2021-06-09","Bad","uselless resolution..."
14736,1,1317,1,1,15,841,"Payment processing","2021-07-17","Bad","I dont like service"
14911,0,1548,3,0,4,78,NA,"2021-06-07","Good","great process"
12435,1,1936,1,1,NA,676,"Item do not show","2021-08-08","Bad","jeu peu clair"
14868,1,1535,1,1,7,139,"Compromited account","2021-06-19","Good","Solution utile"
15539,NA,1812,1,1,5,125,"Wrong password","2021-05-26","Offered","N / A"
11641,1,1503,4,0,6,267,"Payment processing","2021-07-25","Good","nicee website"
12693,1,1377,2,0,7,697,"Payment processing","2021-05-16","Bad","confusing career mode"
10884,1,1921,1,1,5,NA,"Payment processing","2021-05-20","Good","I like player mode"
10966,1,1248,2,0,7,507,"Compromited account","2021-06-19","Bad","Je n'aime pas la résolution"
15347,NA,1548,3,0,19,784,"Wrong password","2021-06-14","Offered","N / A"
13998,0,1949,2,0,12,875,"Cheating","2021-07-01","Bad","disappointing agent`s behavior"
11533,1,1363,5,0,6,400,"Payment processing","2021-07-23","Good","modo de reproductor satisfactorio"
13436,1,1857,4,0,3,1028,NA,"2021-07-30","Bad","unrealiable service!!!"
15395,1,1759,2,NA,22,768,"Payment processing","2021-08-03","Bad","Servicios inútiles!"
15440,0,1503,2,NA,10,449,"Cheating","2021-06-30","Good","resolución eficiente"
12860,1,1580,5,0,3,151,"Item do not show","2021-08-16","Good","amazing product!"
10601,1,1985,2,0,15,866,"Payment processing","2021-08-09","Bad","I don't like agent`s behavior"
15299,NA,1692,3,0,9,131,"Item do not show","2021-08-05","Offered",NA
13937,1,1566,2,0,5,48,"Payment processing","2021-05-31","Good","i like agent's behavior"
15001,1,1817,3,0,5,201,"Wrong password","2021-06-25","Good","expérience géniale"
14061,NA,1754,4,0,12,64,"Compromited account","2021-08-02","Offered","N / A"
11047,1,1585,3,0,18,NA,NA,"2021-07-29","Bad","awful resolution..."
14794,NA,1548,3,0,9,628,"Wrong password","2021-06-19","Offered","N / A"
11597,0,1949,4,0,8,771,"Compromited account",NA,"Bad","No me gusta el producto"
12982,NA,1287,3,0,NA,141,"Wrong password","2021-07-15","Offered","N / A"
15372,NA,1248,1,1,3,116,"Payment processing","2021-06-10","Offered",NA
10677,NA,1656,3,0,11,524,NA,"2021-06-26","Offered","N / A"
14711,1,1341,3,0,4,156,"Payment processing","2021-06-03","Good","beau site Web"
15009,1,1411,1,1,NA,328,"Payment processing","2021-08-13","Good","good product!"
14803,NA,1688,3,0,5,181,"Payment processing","2021-07-23","Offered",NA
11422,1,1384,4,0,7,31,"Wrong password","2021-08-19","Good","clear service!!!"
12076,NA,1317,6,0,10,727,"Wrong password","2021-06-15","Offered",NA
11768,1,1947,1,1,15,729,"Item do not show","2021-08-21","Bad","I dont like web-site"
12654,0,1967,4,0,17,230,"Cheating","2021-07-27","Bad","Services peu fiables!"
14515,NA,1671,2,0,7,255,"Payment processing","2021-05-11","Offered",NA
13322,1,1710,3,0,3,27,"Payment processing",NA,"Good","precise service"
12669,1,1384,2,0,25,803,"Payment processing",NA,"Bad","Comunicación ineficiente del agente"
14338,1,1777,2,0,9,105,"Wrong password","2021-06-29","Good","Producto satisfactorio!"
13757,0,1692,2,0,NA,278,"Compromited account","2021-06-04","Good","efficient player mode"
12275,1,1921,3,0,3,192,"Item do not show","2021-06-09","Good","precise delivery!!"
10465,1,1496,1,1,6,316,"Wrong password","2021-07-05","Good","useful delivery."
14150,NA,1985,2,0,6,532,"Item do not show","2021-06-04","Offered",NA
12109,NA,1519,2,0,2,330,"Wrong password","2021-06-25","Offered",NA
11386,1,1663,3,0,2,448,"Item do not show","2021-07-11","Bad","slow agent's behavior"
12298,1,1566,3,0,7,32,"Cheating","2021-06-20","Good","fantastic process"
15405,NA,1531,2,0,NA,76,"Payment processing","2021-06-11","Offered","N / A"
11270,1,1317,4,NA,6,105,"Cheating","2021-08-06","Good","servicios eficientes!"
11371,NA,1363,1,1,15,734,"Payment processing","2021-08-16","Offered",NA
12107,1,1692,3,0,26,533,"Payment processing","2021-07-08","Bad","unreliable... agent's communication"
10366,0,1473,3,0,16,762,"Item do not show","2021-07-04","Bad","Entrega poco clara !!"
15521,1,1892,3,0,14,1095,"Wrong password","2021-06-14","Bad","Comunicación de agentes duros"
12210,1,1377,4,0,16,737,"Item do not show","2021-05-29","Bad","unpleasant item"
15132,1,1812,2,0,5,150,"Item do not show","2021-05-13","Good","J'aime le site Web"
13629,1,2019,4,0,7,100,"Wrong password",NA,"Good",NA
12294,1,1377,2,0,6,293,"Item do not show","2021-06-02","Good","reliable agent"
12330,0,1248,1,1,7,580,"Cheating","2021-05-13","Bad","sitio web desagradable"
14605,NA,1496,3,0,5,673,"Payment processing","2021-07-04","Offered","N / A"
13022,NA,1926,3,0,8,179,NA,"2021-05-26","Offered",NA
10255,0,1341,1,1,14,403,"Cheating","2021-06-18","Bad","bad agent's behavior"
10444,NA,1942,4,NA,8,1018,"Wrong password","2021-08-12","Offered","N / A"
13259,1,1947,1,1,16,32,"Wrong password","2021-08-12","Good","merveilleuse livraison"
13832,0,1400,4,0,12,68,"Compromited account","2021-06-28","Good","Increíble sitio web"
10325,1,1996,1,1,4,132,"Item do not show","2021-07-09","Good","servicios rápidos"
15062,1,1746,3,0,8,198,"Item do not show","2021-06-22","Good","resolución clara ..."
13975,1,1496,3,0,4,89,"Item do not show","2021-07-29","Good","Proceso de Nicee"
10863,0,1967,4,0,9,97,"Cheating","2021-05-28","Good","pleasant service!!!"
11246,1,1341,2,0,8,51,"Item do not show","2021-06-11","Good","solución bien hecha,"
14689,1,1473,2,0,4,160,"Payment processing","2021-08-06","Good","pleasant agents communication"
13064,1,1435,3,0,7,245,"Wrong password","2021-08-04","Good",NA
14570,1,1377,4,0,11,479,"Cheating","2021-08-12","Bad","confusing agent`s behavior"
11461,1,1646,4,0,11,74,"Item do not show","2021-06-11","Good","nicee web-site"
13925,1,1455,3,0,8,48,"Item do not show","2021-08-13","Good","Bravo, livraison."
12370,1,1317,2,0,6,190,"Item do not show","2021-05-23","Good","site Web clairement"
13576,1,2003,4,0,5,72,"Payment processing","2021-06-18","Good","Claro de comunicación del agente"
15338,1,1522,2,0,3,131,"Payment processing","2021-06-27","Good","wonderful service!!!"
10717,0,1770,2,0,8,340,"Wrong password","2021-05-29","Bad","slow..... agents communication"
14802,1,1384,3,0,46,397,"Payment processing","2021-05-25","Bad","unsatisfactory product!"
15455,NA,1503,NA,1,NA,494,"Compromited account","2021-06-14","Offered",NA
11797,NA,1571,3,0,2,141,"Payment processing","2021-05-15","Offered","N / A"
10952,NA,1377,NA,0,12,NA,"Wrong password","2021-07-06","Offered",NA
11345,1,1411,6,NA,5,273,"Item do not show","2021-08-17","Good","resolución agradable ..."
12496,NA,1697,4,0,13,436,"Wrong password","2021-07-24","Offered","N / A"
12174,NA,1812,NA,0,3,171,"Item do not show","2021-07-15","Offered","N / A"
14610,1,1985,2,0,5,125,"Item do not show","2021-07-04","Good","servicios eficientes"
15324,1,1942,4,0,6,291,"Compromited account","2021-07-28","Good","good agent's communication"
15125,1,1926,3,0,4,196,"Cheating","2021-08-16","Good","fast resolution"
12000,1,1666,2,0,7,124,"Payment processing","2021-07-19","Good","Me gusta el proceso"
14001,NA,1480,1,1,2,288,"Item do not show","2021-05-11","Offered",NA
13609,1,1892,5,0,10,793,"Item do not show","2021-05-27","Bad","useless resolution"
13462,1,1496,5,0,10,144,"Wrong password","2021-05-15","Good","¡increíble! Comunicación de agentes"
14024,1,1411,2,0,4,176,"Wrong password","2021-06-08","Good","i like solution"
12487,NA,1535,2,0,13,691,"Payment processing","2021-07-21","Offered","N / A"
11286,1,1336,6,0,5,285,"Wrong password","2021-06-07","Good","fantastic agents behavior"
14103,1,1580,1,1,15,625,"Compromited account","2021-05-29","Bad","Je n'aime pas les services"
11025,NA,1770,3,0,5,208,"Payment processing","2021-06-16","Offered",NA
15592,1,1522,5,0,6,194,"Item do not show","2021-08-21","Good","satisfactory agent's behavior"
14031,1,1719,5,0,9,59,"Payment processing","2021-08-01","Good","well done game"
14059,1,1336,4,0,3,169,"Payment processing","2021-06-16","Good","precise process"
14746,NA,1921,2,0,2,12,"Wrong password","2021-07-05","Offered",NA
14176,1,1583,3,0,5,105,"Wrong password","2021-08-10","Good","étonnante! Comportement de l'agent"
12842,1,1480,3,0,11,45,"Payment processing","2021-06-12","Good","well done resolution..."
13138,1,1480,3,0,7,26,"Wrong password","2021-06-02","Good","well done, solution"
14884,1,1411,1,1,5,144,"Payment processing",NA,"Good","well done process"
14029,1,1414,3,NA,4,221,"Wrong password","2021-07-04","Good","juego fantástico"
14451,0,1319,4,0,6,30,"Cheating","2021-07-10","Good","eficient agent's behavior"
14831,0,1535,6,0,3,159,"Cheating","2021-08-13","Good","well done agent`s communication"
15007,1,2019,5,0,16,633,"Item do not show",NA,"Bad","Résolution lente ..."
11197,NA,1248,3,0,3,156,"Payment processing","2021-05-12","Offered",NA
10182,1,1411,4,0,6,122,"Wrong password","2021-05-16","Good",NA
12316,1,1813,3,0,2,177,NA,"2021-06-02","Good","article merveilleux"
12621,0,1947,2,0,3,671,"Cheating","2021-06-05","Bad","Services Uselless!"
15229,1,1947,3,0,4,133,"Item do not show","2021-06-15","Good","well done, delivery!!"
13081,1,1899,2,0,3,566,"Item do not show","2021-07-25","Bad","producto poco confiable"
11349,1,1947,1,1,9,665,"Wrong password","2021-08-11","Bad","Sentitif ..... Service"
12709,1,1384,1,1,11,133,"Compromited account","2021-06-25","Good",NA
14956,0,1663,3,0,7,445,"Item do not show","2021-08-12","Bad","unreliable solution,"
12739,0,1496,3,0,22,734,"Compromited account","2021-06-27","Bad","Résolution inutile"
11557,NA,1754,6,0,6,42,"Payment processing","2021-06-25","Offered",NA
14784,1,1697,3,0,9,621,"Wrong password","2021-07-12","Bad","confusing website"
11119,1,1535,3,0,17,459,"Item do not show","2021-07-28","Bad","Je n'aime pas la solution,"
14123,1,1817,2,0,2,114,"Payment processing","2021-08-06","Good","Produit agréable!"
12217,1,1426,2,0,23,796,"Item do not show","2021-07-17","Bad","bad resolution"
13838,1,1949,2,0,4,308,"Payment processing","2021-07-11","Good","Modo de carrera maravilloso"
11198,1,1580,5,0,7,264,"Payment processing","2021-06-07","Good","useful service"
12020,1,1926,3,NA,5,39,"Wrong password","2021-08-18","Good","sitio web preciso"
15169,1,1819,2,0,NA,265,"Payment processing","2021-08-12","Good","reliable agent`s behavior"
11708,1,1360,1,1,NA,175,"Wrong password","2021-08-01","Good","i like services"
12771,1,1695,3,0,12,343,"Payment processing","2021-07-31","Bad","bad agents communication"
13324,1,2003,3,0,5,147,"Wrong password","2021-07-30","Good","buena solución,"
13516,NA,1781,NA,1,3,69,"Item do not show","2021-07-20","Offered","N / A"
10799,1,1770,3,0,7,150,"Wrong password","2021-07-01","Good","useful career mode"
12297,1,1350,2,0,4,131,"Item do not show","2021-07-20","Good","amazing! agent`s behavior"
14196,NA,1358,5,0,8,271,"Wrong password","2021-05-19","Offered",NA
11108,1,1566,3,0,4,140,"Item do not show","2021-05-29","Good","¡¡¡servicio confiable!!!"
14964,1,1359,2,0,6,300,"Wrong password","2021-07-31","Good","wonderful agent"
12738,NA,1837,1,1,3,1056,"Wrong password","2021-05-22","Offered",NA
11507,NA,1892,3,0,NA,624,"Cheating","2021-08-15","Offered","N / A"
10937,1,1967,2,0,8,80,"Wrong password","2021-06-25","Good","pleasant agent's behavior"
15583,1,1571,2,0,10,537,"Item do not show","2021-08-17","Bad","unsatisfactory product"
13532,1,1899,4,0,4,88,"Payment processing","2021-07-23","Good","Comportamiento del agente de Nicee"
15056,1,1531,2,0,6,224,"Item do not show","2021-07-27","Good","I like game"
15494,NA,1754,2,0,NA,621,"Cheating","2021-07-20","Offered",NA
13044,NA,1438,4,0,3,98,"Payment processing","2021-05-15","Offered",NA
11291,1,1477,4,0,18,607,NA,"2021-05-23","Bad","El comportamiento lento del agente"
11800,1,1411,2,0,3,54,"Item do not show","2021-08-08","Good","buena resolución"
12671,NA,1571,2,0,13,704,"Item do not show","2021-08-06","Offered","N / A"
15137,1,1926,3,0,4,169,"Wrong password","2021-06-21","Good","I like service!!!"
14812,1,1360,2,0,7,468,"Payment processing","2021-08-10","Bad","Lente ..... Communication de l'agent"
14450,1,1411,2,0,7,NA,"Payment processing","2021-07-31","Good","Produit utile!"
11161,NA,1926,2,0,4,194,"Item do not show","2021-05-27","Offered","N / A"
12149,NA,1571,2,0,10,206,"Item do not show","2021-07-12","Offered",NA
15649,NA,1496,3,0,2,405,"Wrong password","2021-06-26","Offered",NA
11895,1,1947,1,1,4,219,"Wrong password","2021-08-21","Good","pleasant delivery."
13936,0,1480,6,0,10,643,"Cheating","2021-06-28","Bad",NA
11009,1,1531,1,1,4,142,"Wrong password","2021-07-28","Good","welldone: service!!!"
14013,NA,1585,2,0,6,205,"Payment processing","2021-08-08","Offered",NA
13714,1,1710,4,0,5,77,"Payment processing","2021-05-30","Good","juego agradable"
14298,1,1350,5,0,3,235,"Payment processing","2021-06-30","Good","welldone: agent`s behavior"
12233,1,1566,4,0,9,761,"Payment processing","2021-06-29","Bad","disappointing agent's communication"
11841,0,1759,3,0,4,219,"Cheating","2021-07-27","Good","N / A"
10821,1,1583,2,0,9,703,NA,"2021-05-24","Bad","Entrega decepcionante !!"
13431,0,1719,2,0,7,127,"Item do not show","2021-05-25","Good","Produit merveilleux"
13873,1,1336,3,0,7,123,"Wrong password","2021-07-17","Good","great service"
10610,1,1710,3,0,22,652,"Item do not show","2021-05-30","Bad","slow delivery"
10916,1,1812,3,0,6,NA,"Item do not show","2021-08-13","Good","useful services!"
12096,NA,NA,NA,NA,NA,NA,NA,"2019-08-04","Offered",NA
11278,NA,1695,4,0,18,648,"Payment processing","2021-05-24","Offered",NA
14422,NA,1341,2,0,4,24,"Item do not show","2021-07-21","Offered","N / A"
12850,1,1695,1,1,5,93,"Item do not show","2021-07-09","Good","site Web utile"
15038,1,1726,5,0,7,175,"Item do not show","2021-07-05","Good","nice player mode"
11421,1,1571,3,0,13,591,"Payment processing","2021-05-26","Bad","solución poco confiable,"
11729,1,1571,5,0,9,208,"Payment processing","2021-07-12","Good","amazing career mode"
11519,0,1535,4,0,11,765,"Compromited account",NA,"Bad","unsatisfactory career mode"
11627,NA,1341,3,NA,8,90,"Item do not show","2021-06-06","Offered","N / A"
14116,NA,1477,3,0,10,883,"Payment processing","2021-08-13","Offered",NA
13700,1,1812,4,0,8,269,"Item do not show","2021-07-25","Good","welldone: experience"
14564,NA,1473,NA,0,16,937,"Item do not show","2021-05-29","Offered",NA
15612,NA,1548,NA,0,3,147,"Wrong password","2021-06-23","Offered",NA
13744,1,1926,4,0,4,217,"Wrong password","2021-05-14","Good","well done, player mode"
13189,1,1777,2,0,8,111,"Item do not show","2021-08-01","Good","satisfactory player mode"
12140,1,1710,3,0,10,27,"Payment processing","2021-08-07","Good","reliable resolution..."
11380,0,1480,3,0,10,476,"Cheating","2021-08-23","Bad",NA
11487,NA,1414,2,0,3,184,NA,"2021-07-20","Offered",NA
11545,0,1350,2,0,7,14,"Item do not show","2021-06-03","Good","well done delivery"
11726,NA,1414,2,0,3,215,"Wrong password","2021-06-11","Offered","N / A"
11846,NA,1477,5,0,22,504,"Wrong password","2021-07-31","Offered",NA
12162,1,1400,2,0,NA,557,"Payment processing","2021-06-05","Bad","unreliable... agent"
11630,1,1837,2,0,9,116,"Payment processing","2021-06-08","Good","amazing service!!!"
12825,NA,1531,2,0,2,13,"Item do not show","2021-07-25","Offered","N / A"
12123,1,1942,5,0,6,136,"Wrong password","2021-07-19","Good","comportamiento de agente rápido"
14621,1,1503,3,0,5,91,"Payment processing","2021-08-14","Good","Entrega precisa !!"
14951,NA,1455,1,1,7,120,"Item do not show","2021-06-14","Offered",NA
11516,1,1411,2,0,6,813,"Payment processing","2021-06-14","Bad","awful career mode"
13892,1,1359,4,0,4,273,"Payment processing","2021-06-04","Good","buen agente"
11165,NA,1671,1,1,10,638,"Item do not show","2021-06-11","Offered",NA
12666,0,1837,3,0,13,471,"Wrong password",NA,"Bad","unsatisfactory process"
11670,1,1532,2,0,5,120,"Payment processing","2021-06-06","Good","useful player mode"
13797,NA,1817,3,0,5,343,"Payment processing","2021-07-05","Offered",NA
12800,1,1585,2,0,11,891,"Item do not show",NA,"Bad","Servicio lento !!!"
13560,NA,1813,3,0,NA,201,"Item do not show","2021-07-07","Offered","N / A"
12857,1,1746,4,0,NA,197,NA,"2021-08-12","Good","satisfactory agent's communication"
12834,NA,1746,NA,0,6,134,"Payment processing","2021-07-27","Offered",NA
11718,NA,1646,NA,0,5,191,"Wrong password","2021-06-11","Offered",NA
14789,1,1267,2,0,21,876,"Payment processing","2021-07-20","Bad","unreliable... delivery."
13711,NA,1317,2,0,28,733,"Wrong password","2021-06-08","Offered",NA
15444,1,1360,1,1,5,364,"Payment processing","2021-06-21","Good","fast process"
10595,1,1648,4,0,6,26,"Wrong password","2021-06-25","Good","Comportamiento de agentes útiles"
14165,1,1719,2,0,8,133,"Item do not show","2021-08-07","Good","amazing process"
10622,NA,1337,2,0,3,157,"Item do not show","2021-08-15","Offered","N / A"
14307,1,1726,2,0,12,684,"Item do not show","2021-06-05","Bad","harsh resolution..."
12311,1,1287,2,0,NA,247,"Payment processing","2021-06-16","Good","J'aime la résolution"
15166,NA,1746,2,0,9,840,"Compromited account","2021-07-30","Offered",NA
11980,0,1336,4,0,3,140,NA,"2021-06-02","Good","Site Web utile"
13265,1,1967,3,0,7,201,"Wrong password","2021-06-04","Good","Mode de joueur fiable"
14387,NA,1695,2,NA,6,353,"Payment processing","2021-07-14","Offered","N / A"
14399,NA,1646,5,NA,3,221,"Wrong password","2021-05-22","Offered","N / A"
12790,1,1566,6,0,14,204,"Compromited account","2021-07-11","Good",NA
14261,1,1837,3,0,NA,796,"Wrong password","2021-08-23","Bad","Comportamiento del agente desagradable"
13688,NA,1936,3,0,17,781,"Payment processing","2021-08-20","Offered","N / A"
14814,NA,1412,4,0,5,169,"Item do not show","2021-06-17","Offered","N / A"
13706,1,1942,4,0,16,600,"Compromited account","2021-06-24","Bad","produit peu fiable"
14377,1,2028,2,0,3,251,"Wrong password","2021-08-04","Good","nicee product!"
12592,1,1477,2,0,NA,305,"Wrong password","2021-07-18","Good","well done, agents communication"
12583,0,1496,2,0,5,606,"Cheating","2021-07-21","Bad","Je n'aime pas la communication de l'agent"
14337,1,1571,2,0,5,83,"Payment processing","2021-07-12","Good","fast services!"
11402,1,1427,5,0,5,295,"Wrong password","2021-07-18","Good","pleasant agent's behavior"
11698,1,1759,2,0,8,645,"Wrong password","2021-06-19","Bad","harsh product"
14375,1,1248,3,0,3,151,"Compromited account","2021-07-23","Good","Communication du grand agent"
11816,NA,1759,4,0,22,902,"Item do not show","2021-07-23","Offered",NA
14998,NA,1695,2,0,5,228,"Payment processing","2021-05-28","Offered",NA
11324,1,1377,1,1,11,946,"Wrong password","2021-06-29","Bad","unreliable... resolution..."
15274,NA,1929,3,0,20,305,"Compromited account","2021-06-08","Offered",NA
10865,0,1566,3,0,17,433,"Wrong password","2021-05-25","Bad","unclear agent`s communication"
13391,1,1648,1,NA,13,66,"Payment processing","2021-05-30","Good","Me gusta la resolución"
13154,1,1754,2,0,5,171,"Wrong password","2021-07-30","Good","jeu bien fait"
11167,1,1455,5,0,12,148,"Wrong password","2021-06-05","Good","useful delivery."
10783,1,1455,4,0,16,62,"Wrong password","2021-07-04","Good","solution agréable"
15298,1,1656,2,0,6,389,"Payment processing","2021-06-25","Bad","unreliable services"
12927,1,1947,5,0,4,260,"Payment processing","2021-06-13","Good","quick product"
11760,1,1710,1,1,2,185,"Wrong password",NA,"Good","satisfactory agent"
14643,NA,1837,2,0,3,193,"Payment processing","2021-08-12","Offered",NA
11771,NA,1412,3,0,3,273,"Item do not show","2021-07-11","Offered",NA
15460,NA,1949,2,0,3,31,"Compromited account","2021-05-22","Offered","N / A"
11084,0,1688,2,0,10,495,"Compromited account","2021-05-20","Bad","harsh item"
15593,NA,1438,3,0,14,504,"Compromited account","2021-05-24","Offered","N / A"
14625,NA,1726,4,0,6,98,"Payment processing","2021-05-20","Offered",NA
14085,NA,1519,2,0,6,271,"Payment processing","2021-05-13","Offered","N / A"
10800,NA,1363,2,0,6,870,"Wrong password","2021-05-26","Offered",NA
15483,1,1777,4,0,5,135,"Payment processing","2021-05-13","Good","¡increíble! solución"
10566,1,1813,6,0,16,933,"Compromited account","2021-07-28","Bad","horrible agent"
13397,NA,1697,2,NA,4,267,"Payment processing","2021-06-24","Offered","N / A"
10754,1,1400,1,1,6,96,"Wrong password","2021-08-17","Good","Me gusta la entrega !!"
13792,1,1580,2,0,5,14,"Wrong password","2021-05-12","Good","well done item"
15536,1,1921,1,1,9,465,"Item do not show","2021-07-13","Bad","unpleasant product!"
14209,1,1411,6,0,8,122,"Item do not show","2021-07-17","Good","service fantastique"
